lagoslakeid,LakeID
42127,L6509
3941,L6510
8914,L6511
2391,L6513
2670,L6514
25700,L6515
43201,L6517
1414,L6518
116577,L6520
125369,L6521
127099,L6522
26424,L6523
63125,L6524
36752,L6525
115878,L6526
567,L6527
3771,L6528
62783,L6529
139825,L6530
2961,L6531
133710,L6531
3184,L6533
4298,L6534
52484,L6535
53585,L6536
87076,L6537
1060,L6538
1892,L6539
100152,L6540
41071,L6541
8588,L6542
884,L6543
91908,L6545
61008,L6546
3777,L6547
3782,L6549
738,L6550
87838,L6551
4674,L6552
3008,L6554
56235,L6555
68332,L6556
12016,L6557
33644,L6558
1263,L6559
78703,L6560
1082,L6561
45518,L6562
8601,L6563
2275,L6565
9643,L6566
2692,L6567
3734,L6568
97763,L6569
88886,L6570
31629,L6571
19019,L6572
88833,L6573
92987,L6573
2165,L6574
76530,L6575
99424,L6576
86043,L6577
714,L6578
14066,L6580
28730,L6581
8297,L6582
1581,L6583
71675,L6584
27691,L6585
19307,L6587
99428,L6589
133346,L6590
127394,L6591
48660,L6592
3412,L6593
8255,L6594
3653,L6595
1895,L6596
4067,L6597
116681,L6598
2668,L6600
120067,L6601
3718,L6602
2995,L6603
3061,L6604
41066,L6605
65300,L6606
3185,L6608
2895,L6609
2614,L6610
589,L6611
133387,L6612
4181,L6613
44197,L6614
1029,L6615
3480,L6617
1067,L6618
532,L6619
833,L6622
111780,L6623
105556,L6624
74438,L6625
3368,L6626
21017,L6627
64922,L6627
34670,L6628
134700,L6629
4228,L6630
119364,L6632
78360,L6633
11017,L6634
462,L6635
3116,L6636
105245,L6637
21051,L6638
137795,L6639
66241,L6640
1583,L6641
2654,L6642
1879,L6643
138813,L6644
108619,L6645
4130,L6646
2520,L6647
9953,L6648
122,L6649
8263,L6650
34662,L6651
62058,L6653
20327,L6654
2063,L6655
131279,L6656
101181,L6657
26374,L6658
76238,L6659
53588,L6661
79432,L6662
118966,L6663
36803,L6664
67017,L6665
614,L6666
68000,L6668
119725,L6669
1564,L6671
55548,L6672
3484,L6673
2033,L6674
770,L6676
3156,L6677
4010,L6678
2743,L6679
118973,L6681
130216,L6682
1160,L6683
86011,L6684
2362,L6685
36033,L6686
4121,L6687
30815,L6688
34980,L6689
3148,L6690
3197,L6691
93012,L6692
2549,L6693
8349,L6694
116907,L6695
89216,L6696
41014,L6697
16834,L6699
688,L6701
84688,L6702
2003,L6703
78721,L6704
24306,L6705
2061,L6706
3780,L6708
103461,L6709
3646,L6710
1230,L6711
140548,L6712
1235,L6714
40002,L6716
590,L6717
3477,L6719
22456,L6720
47258,L6721
11730,L6722
72329,L6723
78669,L6723
3324,L6724
38868,L6725
4042,L6726
47231,L6727
461,L6729
2806,L6730
2351,L6731
131605,L6733
82860,L6734
113757,L6735
3117,L6736
3607,L6737
52842,L6738
4155,L6741
2405,L6742
1618,L6743
31938,L6744
2891,L6745
1333,L6746
82575,L6747
78717,L6748
42183,L6750
122226,L6751
465,L6752
64166,L6753
43496,L6754
3110,L6755
27700,L6756
2118,L6757
90245,L6758
26423,L6759
20012,L6760
4195,L6761
140545,L6762
133372,L6763
130534,L6764
62070,L6765
30834,L6766
791,L6767
99430,L6768
429,L6770
55551,L6771
3902,L6772
990,L6773
1212,L6774
1055,L6775
125063,L6777
3666,L6778
36735,L6779
137800,L6780
22173,L6781
66981,L6782
80769,L6783
30484,L6785
1053,L6786
2369,L6787
77610,L6788
114755,L6790
118719,L6791
464,L6792
60753,L6793
120075,L6794
116547,L6795
14063,L6796
1606,L6798
116892,L6799
104528,L6800
3680,L6802
4041,L6803
112550,L6804
82539,L6805
102122,L6806
51486,L6807
83936,L6808
692,L6809
17870,L6810
9914,L6811
101456,L6813
93302,L6814
69294,L6815
96038,L6816
1364,L6817
279,L6818
3284,L6819
634,L6820
38874,L6821
1930,L6822
20042,L6823
116563,L6824
67992,L6825
44531,L6826
3502,L6827
4154,L6828
931,L6829
131269,L6830
17128,L6831
89184,L6832
1952,L6833
41352,L6834
3028,L6835
16113,L6836
103504,L6837
4038,L6838
53606,L6840
315,L6841
2689,L6842
56929,L6843
61741,L6844
334,L6846
1144,L6847
24311,L6848
79761,L6849
65957,L6850
82562,L6851
3816,L6852
3385,L6853
38157,L6854
57967,L6855
95043,L6856
101162,L6857
3517,L6858
1441,L6859
119002,L6860
2694,L6861
1909,L6862
63122,L6865
61012,L6866
87067,L6868
140859,L6869
1912,L6870
3671,L6871
1839,L6872
1072,L6873
71361,L6874
2311,L6875
74160,L6876
2431,L6877
89939,L6878
100422,L6879
3082,L6880
452,L6881
103130,L6882
73077,L6883
2446,L6884
31602,L6885
106589,L6886
123978,L6889
3993,L6890
3312,L6891
57670,L6892
19306,L6894
124000,L6895
100133,L6896
108332,L6897
8489,L6898
2987,L6899
140566,L6900
30526,L6901
101149,L6902
66001,L6903
131667,L6904
130242,L6906
112486,L6907
93982,L6910
126084,L6911
2664,L6912
460,L6913
88837,L6914
131628,L6916
105220,L6917
106557,L6918
57961,L6919
127,L6921
134678,L6922
46246,L6923
405,L6924
2565,L6925
3679,L6926
3150,L6927
38927,L6928
122935,L6929
120792,L6930
8040,L6931
17838,L6933
137742,L6935
43210,L6936
3488,L6937
54660,L6938
74173,L6940
57622,L6941
90901,L6942
20311,L6944
90239,L6945
27383,L6946
1645,L6947
1154,L6948
41002,L6949
102125,L6950
8169,L6951
343,L6952
3579,L6953
71080,L6954
624,L6955
88848,L6956
126050,L6957
32582,L6958
168,L6959
4066,L6960
4149,L6961
3965,L6963
94984,L6965
18957,L6967
1573,L6968
2190,L6969
3648,L6970
2853,L6971
101442,L6973
3015,L6974
54632,L6975
126047,L6976
99111,L6977
15106,L6978
48634,L6979
57634,L6980
107343,L6981
17846,L6982
425,L6983
58641,L6984
137413,L6985
339,L6986
2649,L6987
2111,L6988
79451,L6989
3487,L6990
126109,L6991
85680,L6992
51447,L6993
126349,L6994
89946,L6995
63166,L6996
8319,L6997
165,L6999
48362,L7000
882,L7001
136715,L7002
51459,L7003
67016,L7004
136680,L7005
56904,L7006
36753,L7007
51489,L7008
62800,L7009
78711,L7010
131599,L7011
82877,L7012
9933,L7015
130238,L7017
19016,L7018
49683,L7019
107309,L7020
82551,L7021
2875,L7022
112480,L7023
117575,L7025
1011,L7028
52527,L7029
18988,L7030
123223,L7032
2837,L7033
104215,L7034
3213,L7036
15786,L7038
132321,L7040
100096,L7041
4040,L7042
88147,L7043
79457,L7044
88858,L7048
118996,L7049
23601,L7050
3704,L7052
47284,L7054
137763,L7056
4215,L7057
114076,L7059
129148,L7060
9954,L7062
3347,L7064
45877,L7065
57287,L7065
74155,L7066
7736,L7067
64909,L7068
110401,L7069
42197,L7071
123251,L7072
1884,L7075
28395,L7076
44866,L7077
14073,L7078
140544,L7080
93037,L7087
78374,L7088
96013,L7089
110678,L7090
29481,L7091
2247,L7092
40300,L7093
174,L7094
7931,L7095
83671,L7096
84970,L7097
132654,L7098
3214,L7099
996,L7101
1965,L7102
2811,L7104
3229,L7106
1676,L7107
71014,L7109
2364,L7110
99157,L7112
96014,L7113
7483,L7114
1385,L7116
53589,L7117
62828,L7120
134420,L7123
125079,L7124
102166,L7127
64556,L7128
2792,L7130
2610,L7131
110347,L7132
51769,L7133
47250,L7134
3599,L7135
1925,L7136
81822,L7137
139847,L7139
91226,L7140
92988,L7142
22870,L7145
3668,L7147
13767,L7148
116559,L7148
84699,L7149
1309,L7150
120080,L7151
111768,L7152
4124,L7153
33591,L7154
3205,L7155
49374,L7157
31569,L7158
131622,L7161
2099,L7164
53561,L7165
4047,L7166
3454,L7168
29452,L7169
93311,L7170
27410,L7172
1747,L7173
2274,L7174
1280,L7176
129521,L7178
96024,L7180
27057,L7181
1688,L7182
1528,L7184
2511,L7185
66615,L7187
53567,L7189
83617,L7190
38858,L7193
1604,L7194
1455,L7197
43225,L7198
35691,L7199
3433,L7200
1918,L7201
73818,L7202
112542,L7203
75205,L7204
2330,L7206
45217,L7207
1106,L7208
3438,L7209
131648,L7210
26713,L7211
27065,L7212
637,L7213
8916,L7215
2331,L7216
36738,L7217
1020,L7218
50426,L7219
77263,L7220
89214,L7221
3119,L7222
1670,L7223
3614,L7225
8903,L7226
3390,L7228
21034,L7229
30540,L7230
130533,L7231
130539,L7232
2463,L7233
52146,L7234
62818,L7235
1951,L7236
120832,L7237
1682,L7238
107289,L7239
82591,L7240
116548,L7241
43220,L7243
93028,L7244
115529,L7245
81120,L7246
84697,L7247
583,L7248
4045,L7249
38885,L7250
126761,L7251
46279,L7252
88869,L7253
2850,L7254
3425,L7256
13043,L7257
3278,L7258
52486,L7259
29433,L7260
2983,L7261
2638,L7262
761,L7263
114080,L7265
63864,L7266
61765,L7268
102467,L7269
1350,L7271
71996,L7272
64911,L7273
119789,L7274
89901,L7275
763,L7277
84709,L7278
66999,L7279
75184,L7281
50425,L7282
60037,L7283
19038,L7286
90559,L7287
2593,L7288
23249,L7289
100128,L7290
14806,L7291
22182,L7292
121874,L7293
29798,L7294
36782,L7295
42118,L7296
2788,L7297
116578,L7298
3923,L7300
3812,L7301
2105,L7302
64918,L7303
108338,L7304
80,L7305
59009,L7306
28720,L7307
82587,L7308
104203,L7309
22162,L7310
45204,L7312
21392,L7313
33918,L7314
120108,L7315
39975,L7318
56619,L7319
1113,L7320
75175,L7321
55934,L7323
53888,L7324
75529,L7325
3702,L7326
2464,L7327
299,L7328
48631,L7329
57643,L7331
137806,L7332
4207,L7333
2346,L7334
108343,L7335
75517,L7336
4162,L7337
96051,L7338
2400,L7339
565,L7340
131253,L7341
107285,L7343
3161,L7344
89182,L7346
30544,L7347
112812,L7348
3944,L7349
97049,L7350
134402,L7351
4227,L7352
1271,L7353
125392,L7356
34645,L7359
46288,L7360
138802,L7362
72016,L7363
2739,L7364
1094,L7365
22501,L7366
82592,L7368
63172,L7369
3962,L7370
9629,L7371
37113,L7372
4229,L7373
70053,L7374
102137,L7375
78671,L7376
61727,L7377
29795,L7378
2621,L7379
56966,L7380
859,L7381
70347,L7382
24324,L7384
16094,L7385
82555,L7386
3118,L7387
87101,L7388
97411,L7389
79787,L7391
2361,L7392
78683,L7393
88856,L7394
1646,L7395
102507,L7396
24663,L7397
3451,L7398
352,L7399
131254,L7400
80768,L7401
15158,L7402
59059,L7402
67995,L7403
64928,L7404
1022,L7405
3190,L7407
109686,L7408
4065,L7409
113784,L7410
62767,L7411
55898,L7413
1882,L7414
19998,L7415
139462,L7417
79789,L7418
110371,L7419
1183,L7420
14794,L7421
84999,L7422
104511,L7423
1203,L7424
57633,L7425
129124,L7426
63186,L7427
98382,L7428
125407,L7429
49663,L7430
22163,L7431
50743,L7432
51809,L7434
65980,L7435
53919,L7436
39964,L7437
42142,L7438
98425,L7439
3142,L7440
36034,L7441
133312,L7442
94014,L7443
102496,L7444
3418,L7446
2131,L7447
77296,L7448
19269,L7449
130219,L7450
37877,L7452
100469,L7453
41411,L7455
74470,L7456
129153,L7459
41406,L7461
45542,L7462
56613,L7463
55904,L7464
129139,L7465
98436,L7466
35000,L7467
34975,L7468
25351,L7469
102499,L7471
47607,L7473
9961,L7474
381,L7475
435,L7476
82908,L7477
262,L7478
108644,L7478
52871,L7479
103486,L7480
24673,L7481
86016,L7483
100446,L7486
49705,L7487
102179,L7488
1015,L7489
10674,L7490
2028,L7491
4166,L7492
65236,L7493
29437,L7494
105605,L7496
1287,L7497
3042,L7499
3039,L7500
2004,L7501
133389,L7502
40278,L7503
28740,L7506
113753,L7507
35005,L7508
97363,L7510
45523,L7512
95383,L7513
116877,L7514
125384,L7516
81860,L7517
1127,L7518
134063,L7519
121136,L7520
114798,L7522
2867,L7523
8589,L7524
1939,L7526
37134,L7527
2944,L7528
130915,L7529
29756,L7530
562,L7531
34954,L7533
26026,L7534
101472,L7535
57995,L7536
1428,L7537
2679,L7539
2767,L7540
102774,L7543
171,L7544
109651,L7545
2322,L7546
3495,L7547
65247,L7548
77598,L7549
16137,L7550
119024,L7552
30831,L7553
842,L7554
117898,L7557
19322,L7558
92269,L7559
100427,L7561
59046,L7563
1608,L7565
136426,L7566
52888,L7570
63,L7572
111749,L7573
259,L7574
3103,L7575
368,L7577
65274,L7578
83997,L7579
137398,L7580
2260,L7581
138483,L7582
240,L7583
3844,L7585
132339,L7587
3137,L7588
1116,L7589
1597,L7590
23576,L7591
2550,L7595
4233,L7597
61072,L7598
103522,L7599
33244,L7601
2979,L7603
878,L7604
78765,L7605
3301,L7607
3266,L7608
120102,L7609
59054,L7610
1568,L7614
34991,L7615
49704,L7618
19332,L7621
3503,L7622
992,L7623
1864,L7624
609,L7626
260,L7627
30878,L7633
41416,L7634
2283,L7635
2554,L7637
1486,L7639
2448,L7643
1607,L7644
3408,L7645
2453,L7647
213,L7652
1452,L7653
316,L7662
2496,L7666
34986,L7668
1247,L7672
111779,L7676
2060,L7678
45864,L7682
133327,L7692
918,L7693
703,L7695
573,L7698
3919,L7700
4104,L7702
1908,L7704
23618,L7705
2466,L7706
3260,L7707
4196,L7708
1687,L7710
2380,L7711
1240,L7714
39213,L7715
2468,L7716
3075,L7720
40319,L7725
1064,L7730
127074,L7734
31954,L7746
140519,L7746
2500,L7748
933,L7752
70357,L7753
921,L7756
587,L7760
2880,L7761
1402,L7766
143,L7768
140524,L7772
2161,L7773
117951,L7777
17123,L7778
1342,L7780
1996,L7782
52867,L7783
109682,L7784
2814,L7786
1520,L7787
92270,L7788
75577,L7789
15162,L7841
56101,L8488
99642,L8489
9419,L8491
130008,L8492
106820,L8493
123502,L8495
13271,L8496
11222,L8497
87328,L8498
6599,L8500
7096,L8502
18395,L8503
53075,L8504
11223,L8506
138275,L8508
108867,L8510
33127,L8512
30050,L8513
6391,L8525
6967,L8577
6302,L8602
6207,L8852
6189,L8857
6401,L8894
7382,L8910
7646,L8916
528,L8919
2036,L8924
1096,L8925
3419,L8928
7792,L8931
1354,L8933
50916,L8936
3217,L8939
2744,L8940
8293,L8941
1400,L8943
2722,L8945
1456,L8946
2417,L8947
7831,L8949
7496,L8953
1293,L8954
2180,L8954
13244,L8956
1211,L8960
1935,L8960
2043,L8962
937,L8967
1807,L8969
2699,L8970
1521,L8974
2510,L8975
3456,L8987
3086,L8988
2404,L8990
2187,L8991
1805,L8993
3498,L8995
2704,L8996
2093,L8999
2042,L9009
484,L9012
3254,L9013
2701,L9022
2272,L9024
3636,L9025
1701,L9026
4468,L9032
3490,L9038
1752,L9040
437,L9041
3126,L9042
4202,L9044
5257,L9045
1028,L9048
5092,L9051
1286,L9052
1777,L9054
1438,L9055
1550,L9056
1787,L9060
3751,L9064
1950,L9065
693,L9067
4686,L9069
4022,L9072
2935,L9074
2292,L9075
4928,L9078
2457,L9079
4284,L9085
5614,L9088
2590,L9096
2816,L9102
6343,L9104
8408,L9115
3974,L9117
3709,L9118
8030,L9119
1244,L9120
8015,L9122
2962,L9127
3808,L9131
3175,L9134
4634,L9138
2433,L9141
230,L9142
2848,L9144
2618,L9145
2682,L9146
2215,L9147
1234,L9148
2644,L9149
2659,L9150
8064,L9152
1954,L9154
2602,L9155
1357,L9156
1362,L9158
8227,L9159
6373,L9162
3880,L9163
2058,L9164
8050,L9167
1513,L9169
3270,L9170
1502,L9172
1823,L9174
3759,L9176
8153,L9177
102216,L9181
3628,L9183
3206,L9185
1143,L9187
57769,L9187
1891,L9188
128328,L9189
2735,L9191
2949,L9193
3756,L9194
2182,L9195
1620,L9196
2273,L9198
3072,L9200
8221,L9201
1027,L9202
3840,L9203
1874,L9204
2608,L9213
2847,L9214
7865,L9216
3899,L9217
2434,L9220
2903,L9222
2958,L9223
3191,L9226
1107,L9239
5367,L9246
8301,L9247
708,L9248
4249,L9251
4526,L9252
1458,L9257
1801,L9259
4442,L9260
5325,L9261
4415,L9262
5110,L9265
5342,L9267
2013,L9277
7742,L9278
2048,L9282
57956,L9285
3545,L9291
1558,L9294
673,L9357
89242,L9358
105604,L9361
8193,L9535
90448,L9546
1355,L9630
28452,L9637
35778,L9637
103201,L9640
53061,L9672
124524,L9675
8280,L9678
8285,L9680
7957,L9681
7590,L9683
7543,L9684
127906,L9685
59206,L9688
119246,L9690
56116,L9691
112983,L9694
96570,L9695
47772,L9698
7464,L9890
7,L9891
9,L9892
21,L9893
25,L9894
30,L9895
37,L9896
41,L9897
44,L9898
59,L9899
65,L9900
69,L9901
73,L9902
76,L9903
81,L9904
90,L9905
92,L9906
93,L9907
95,L9908
98,L9909
113,L9910
114,L9911
117,L9912
132,L9913
133,L9914
134,L9915
139,L9916
146,L9917
152,L9918
153,L9919
155,L9920
160,L9921
161,L9922
164,L9923
169,L9924
172,L9925
176,L9926
177,L9927
180,L9928
189,L9929
191,L9930
198,L9931
202,L9932
208,L9933
211,L9934
212,L9935
214,L9936
217,L9937
221,L9938
226,L9939
227,L9940
235,L9941
237,L9942
246,L9943
249,L9944
252,L9945
253,L9946
254,L9947
255,L9948
271,L9949
275,L9950
284,L9951
286,L9952
291,L9953
295,L9954
298,L9955
301,L9956
302,L9957
307,L9958
309,L9959
314,L9960
318,L9961
319,L9962
322,L9963
328,L9964
336,L9965
341,L9966
345,L9967
346,L9968
348,L9969
350,L9970
354,L9971
356,L9972
362,L9973
363,L9974
366,L9975
367,L9976
369,L9977
370,L9978
382,L9979
384,L9980
390,L9981
394,L9982
398,L9983
399,L9984
412,L9985
413,L9986
418,L9987
442,L9988
446,L9989
447,L9990
467,L9991
469,L9992
471,L9993
476,L9994
477,L9995
480,L9996
487,L9997
495,L9998
504,L9999
506,L10000
515,L10001
517,L10002
524,L10003
526,L10004
533,L10005
534,L10006
543,L10007
545,L10008
549,L10009
551,L10010
552,L10011
554,L10012
559,L10013
566,L10014
571,L10015
572,L10016
574,L10017
578,L10018
579,L10019
586,L10020
591,L10021
602,L10022
605,L10023
625,L10024
642,L10025
644,L10026
646,L10027
649,L10028
664,L10029
667,L10030
670,L10031
687,L10032
694,L10033
701,L10034
711,L10035
743,L10036
744,L10037
750,L10038
751,L10039
752,L10040
754,L10041
755,L10042
756,L10043
758,L10044
769,L10045
775,L10046
778,L10047
780,L10048
781,L10049
787,L10050
789,L10051
793,L10052
795,L10053
805,L10054
806,L10055
808,L10056
811,L10057
816,L10058
820,L10059
824,L10060
838,L10061
839,L10062
843,L10063
844,L10064
845,L10065
853,L10066
857,L10067
865,L10068
866,L10069
867,L10070
868,L10071
869,L10072
870,L10073
886,L10074
889,L10075
891,L10076
892,L10077
907,L10078
908,L10079
912,L10080
919,L10081
925,L10082
926,L10083
929,L10084
940,L10085
941,L10086
942,L10087
945,L10088
946,L10089
957,L10090
961,L10091
967,L10092
974,L10093
981,L10094
1010,L10095
1018,L10096
1021,L10097
1030,L10098
1031,L10099
1034,L10100
1035,L10101
1045,L10102
1048,L10103
1054,L10104
1057,L10105
1071,L10106
1077,L10107
1078,L10108
1084,L10109
1091,L10110
1092,L10111
1104,L10112
1105,L10113
1110,L10114
1128,L10115
1137,L10116
1140,L10117
1141,L10118
1148,L10119
1152,L10120
1165,L10121
1167,L10122
1171,L10123
1187,L10124
1189,L10125
1190,L10126
1194,L10127
1198,L10128
1200,L10129
1204,L10130
1206,L10131
1215,L10132
1222,L10133
1254,L10134
1265,L10135
1270,L10136
1276,L10137
1277,L10138
1279,L10139
1283,L10140
1285,L10141
1289,L10142
1294,L10143
1297,L10144
1306,L10145
1308,L10146
1313,L10147
1314,L10148
1318,L10149
1322,L10150
1325,L10151
1329,L10152
1334,L10153
1340,L10154
1344,L10155
1358,L10156
1361,L10157
1375,L10158
1390,L10159
1392,L10160
1393,L10161
1397,L10162
1403,L10163
1404,L10164
1405,L10165
1408,L10166
1413,L10167
1421,L10168
1426,L10169
1434,L10170
1436,L10171
1442,L10172
1453,L10173
1477,L10174
1479,L10175
1480,L10176
1491,L10177
1495,L10178
1500,L10179
1510,L10180
1515,L10181
1517,L10182
1522,L10183
1524,L10184
1529,L10185
1537,L10186
1538,L10187
1548,L10188
1554,L10189
1555,L10190
1561,L10191
1569,L10192
1574,L10193
1577,L10194
1584,L10195
1586,L10196
1590,L10197
1591,L10198
1593,L10199
1594,L10200
1596,L10201
1601,L10202
1602,L10203
1610,L10204
1617,L10205
1622,L10206
1624,L10207
1625,L10208
1627,L10209
1629,L10210
1635,L10211
1647,L10212
1651,L10213
1653,L10214
1671,L10215
1678,L10216
1692,L10217
1693,L10218
1694,L10219
1695,L10220
1710,L10221
1717,L10222
1727,L10223
1740,L10224
1759,L10225
1761,L10226
1763,L10227
1767,L10228
1769,L10229
1776,L10230
1780,L10231
1786,L10232
1792,L10233
1794,L10234
1799,L10235
1803,L10236
1804,L10237
1818,L10238
1834,L10239
1836,L10240
1840,L10241
1842,L10242
1843,L10243
1846,L10244
1847,L10245
1851,L10246
1852,L10247
1860,L10248
1863,L10249
1867,L10250
1871,L10251
1872,L10252
1875,L10253
1885,L10254
1887,L10255
1888,L10256
1889,L10257
1890,L10258
1902,L10259
1906,L10260
1910,L10261
1928,L10262
1931,L10263
1947,L10264
1956,L10265
1957,L10266
1968,L10267
1971,L10268
1975,L10269
1978,L10270
1980,L10271
1982,L10272
1986,L10273
1989,L10274
1997,L10275
2005,L10276
2015,L10277
2020,L10278
2027,L10279
2029,L10280
2040,L10281
2041,L10282
2051,L10283
2052,L10284
2057,L10285
2066,L10286
2068,L10287
2069,L10288
2070,L10289
2075,L10290
2083,L10291
2084,L10292
2085,L10293
2089,L10294
2094,L10295
2109,L10296
2110,L10297
2113,L10298
2114,L10299
2115,L10300
2119,L10301
2134,L10302
2145,L10303
2151,L10304
2160,L10305
2164,L10306
2169,L10307
2170,L10308
2179,L10309
2184,L10310
2192,L10311
2197,L10312
2209,L10313
2223,L10314
2225,L10315
2234,L10316
2236,L10317
2238,L10318
2254,L10319
2263,L10320
2264,L10321
2266,L10322
2270,L10323
2276,L10324
2280,L10325
2282,L10326
2297,L10327
2300,L10328
2319,L10329
2326,L10330
2329,L10331
2334,L10332
2337,L10333
2338,L10334
2342,L10335
2345,L10336
2347,L10337
2353,L10338
2356,L10339
2359,L10340
2360,L10341
2363,L10342
2370,L10343
2377,L10344
2378,L10345
2397,L10346
2403,L10347
2408,L10348
2421,L10349
2422,L10350
2427,L10351
2430,L10352
2440,L10353
2442,L10354
2447,L10355
2452,L10356
2454,L10357
2469,L10358
2471,L10359
2484,L10360
2492,L10361
2495,L10362
2498,L10363
2499,L10364
2503,L10365
2506,L10366
2512,L10367
2513,L10368
2516,L10369
2521,L10370
2524,L10371
2530,L10372
2537,L10373
2541,L10374
2551,L10375
2553,L10376
2556,L10377
2562,L10378
2573,L10379
2575,L10380
2577,L10381
2578,L10382
2580,L10383
2582,L10384
2586,L10385
2595,L10386
2600,L10387
2609,L10388
2612,L10389
2620,L10390
2624,L10391
2626,L10392
2643,L10393
2646,L10394
2651,L10395
2653,L10396
2655,L10397
2656,L10398
2657,L10399
2665,L10400
2666,L10401
2671,L10402
2674,L10403
2702,L10404
2703,L10405
2709,L10406
2710,L10407
2713,L10408
2714,L10409
2715,L10410
2716,L10411
2717,L10412
2723,L10413
2726,L10414
2727,L10415
2728,L10416
2730,L10417
2732,L10418
2737,L10419
2751,L10420
2753,L10421
2774,L10422
2777,L10423
2781,L10424
2783,L10425
2785,L10426
2793,L10427
2812,L10428
2822,L10429
2825,L10430
2830,L10431
2836,L10432
2851,L10433
2854,L10434
2855,L10435
2860,L10436
2861,L10437
2869,L10438
2870,L10439
2878,L10440
2889,L10441
2892,L10442
2898,L10443
2909,L10444
2921,L10445
2924,L10446
2926,L10447
2936,L10448
2938,L10449
2941,L10450
2942,L10451
2948,L10452
2954,L10453
2956,L10454
2960,L10455
2965,L10456
2966,L10457
2977,L10458
2991,L10459
3002,L10460
3005,L10461
3006,L10462
3007,L10463
3012,L10464
3021,L10465
3045,L10466
3046,L10467
3049,L10468
3053,L10469
3060,L10470
3063,L10471
3064,L10472
3067,L10473
3068,L10474
3076,L10475
3080,L10476
3089,L10477
3092,L10478
3094,L10479
3097,L10480
3107,L10481
3108,L10482
3113,L10483
3115,L10484
3122,L10485
3123,L10486
3132,L10487
3135,L10488
3138,L10489
3140,L10490
3145,L10491
3158,L10492
3159,L10493
3160,L10494
3174,L10495
3176,L10496
3181,L10497
3188,L10498
3192,L10499
3194,L10500
3208,L10501
3211,L10502
3223,L10503
3224,L10504
3231,L10505
3243,L10506
3247,L10507
3250,L10508
3253,L10509
3255,L10510
3257,L10511
3267,L10512
3269,L10513
3272,L10514
3274,L10515
3277,L10516
3280,L10517
3285,L10518
3290,L10519
3292,L10520
3293,L10521
3299,L10522
3300,L10523
3304,L10524
3305,L10525
3308,L10526
3315,L10527
3321,L10528
3327,L10529
3333,L10530
3335,L10531
3341,L10532
3346,L10533
3352,L10534
3360,L10535
3370,L10536
3371,L10537
3382,L10538
3384,L10539
3386,L10540
3393,L10541
3406,L10542
3409,L10543
3411,L10544
3414,L10545
3416,L10546
3422,L10547
3424,L10548
3426,L10549
3427,L10550
3429,L10551
3430,L10552
3431,L10553
3435,L10554
3446,L10555
3450,L10556
3459,L10557
3465,L10558
3466,L10559
3492,L10560
3493,L10561
3497,L10562
3500,L10563
3501,L10564
3505,L10565
3506,L10566
3507,L10567
3508,L10568
3509,L10569
3510,L10570
3514,L10571
3515,L10572
3518,L10573
3523,L10574
3524,L10575
3525,L10576
3529,L10577
3530,L10578
3539,L10579
3544,L10580
3550,L10581
3556,L10582
3569,L10583
3575,L10584
3577,L10585
3581,L10586
3588,L10587
3590,L10588
3591,L10589
3606,L10590
3608,L10591
3611,L10592
3612,L10593
3613,L10594
3617,L10595
3625,L10596
3632,L10597
3634,L10598
3641,L10599
3643,L10600
3651,L10601
3654,L10602
3660,L10603
3661,L10604
3669,L10605
3677,L10606
3681,L10607
3693,L10608
3703,L10609
3706,L10610
3717,L10611
3725,L10612
3726,L10613
3736,L10614
3744,L10615
3745,L10616
3747,L10617
3753,L10618
3762,L10619
3765,L10620
3781,L10621
3788,L10622
3791,L10623
3801,L10624
3804,L10625
3806,L10626
3807,L10627
3810,L10628
3815,L10629
3822,L10630
3824,L10631
3826,L10632
3827,L10633
3839,L10634
3850,L10635
3852,L10636
3854,L10637
3858,L10638
3859,L10639
3861,L10640
3862,L10641
3863,L10642
3866,L10643
3869,L10644
3870,L10645
3871,L10646
3875,L10647
3877,L10648
3878,L10649
3881,L10650
3884,L10651
3894,L10652
3901,L10653
3907,L10654
3912,L10655
3916,L10656
3917,L10657
3928,L10658
3929,L10659
3931,L10660
3933,L10661
3934,L10662
3935,L10663
3938,L10664
3954,L10665
3956,L10666
3958,L10667
3959,L10668
3960,L10669
3964,L10670
3968,L10671
3976,L10672
3983,L10673
3986,L10674
3990,L10675
3991,L10676
3999,L10677
4002,L10678
4004,L10679
4005,L10680
4009,L10681
4014,L10682
4024,L10683
4025,L10684
4030,L10685
4031,L10686
4036,L10687
4044,L10688
4049,L10689
4052,L10690
4055,L10691
4070,L10692
4073,L10693
4077,L10694
4083,L10695
4084,L10696
4086,L10697
4093,L10698
4094,L10699
4097,L10700
4099,L10701
4110,L10702
4113,L10703
4116,L10704
4117,L10705
4119,L10706
4127,L10707
4136,L10708
4141,L10709
4148,L10710
4150,L10711
4152,L10712
4153,L10713
4157,L10714
4163,L10715
4167,L10716
4168,L10717
4169,L10718
4170,L10719
4171,L10720
4173,L10721
4175,L10722
4189,L10723
4193,L10724
4197,L10725
4199,L10726
4201,L10727
4224,L10728
4231,L10729
4232,L10730
4234,L10731
4238,L10732
4244,L10733
4247,L10734
4248,L10735
4250,L10736
4253,L10737
4258,L10738
4262,L10739
4264,L10740
4265,L10741
4276,L10742
4279,L10743
4280,L10744
4283,L10745
4292,L10746
4293,L10747
4294,L10748
4295,L10749
4300,L10750
4302,L10751
4304,L10752
