"","Lat","Lon","StudyID","UniqueLakeName","optional"
"1689",44.56,-69.77,"repo3","L4127",TRUE
"1690",44.53,-69.78,"repo3","L4127",TRUE
"1691",44.53,-69.84,"repo3","L4131",TRUE
"1692",44.55,-68.99,"repo3","L4142",TRUE
"1693",44.59,-68.56,"repo3","L4167",TRUE
"1694",44.61,-69.78,"repo3","L4176",TRUE
"1695",44.63,-69.84,"repo3","L4189",TRUE
"1696",44.65,-69.33,"repo3","L4199",TRUE
"1697",44.65,-68.5,"repo3","L4201",TRUE
"1698",44.69,-68.46,"repo3","L4227",TRUE
"1699",44.7,-70.45,"repo3","L4231",TRUE
"1700",44.72,-68.53,"repo3","L4251",TRUE
"1701",44.84,-69.77,"repo3","L4389",TRUE
"1702",44.86,-69.24,"repo3","L4397",TRUE
"1703",44.87,-70.4,"repo3","L4429",TRUE
"1704",44.91,-70.81,"repo3","L4506",TRUE
"1705",44.93,-69.52,"repo3","L4525",TRUE
"1706",44.94,-69.95,"repo3","L4539",TRUE
"1707",44.95,-70.7,"repo3","L4551",TRUE
"1708",44.95,-67.4,"repo3","L4555",TRUE
"1709",44.97,-70.63,"repo3","L4595",TRUE
"1710",44.97,-70.56,"repo3","L4599",TRUE
"1711",44.99,-70.74,"repo3","L4625",TRUE
"1712",45.09,-70.72,"repo3","L4793",TRUE
"1713",45.27,-68.55,"repo3","L5031",TRUE
"1714",45.69,-78.38,"repo3","L5512",TRUE
"1715",46.1,-68.03,"repo3","L6001",TRUE
"1716",47.02,-68.22,"repo3","L6997",TRUE
"1717",47.12,-68.33,"repo3","L7067",TRUE
"1718",34.72,32.99,"repo4","L0635",TRUE
"1719",34.74,32.56,"repo4","L0640",TRUE
"1720",34.75,32.92,"repo4","L0641",TRUE
"1721",34.93,32.59,"repo4","L0652",TRUE
"1722",35.03,33.17,"repo4","L0664",TRUE
"1723",36.29,33.96,"repo4","L0774",TRUE
"1724",36.3,34.01,"repo4","L0775",TRUE
"1725",36.59,35.32,"repo4","L0793",TRUE
"1726",36.67,-4.45,"repo4","L0805",TRUE
"1727",36.67,-4.45,"repo4","L0806",TRUE
"1728",36.67,-4.46,"repo4","L0807",TRUE
"1729",36.67,-4.45,"repo4","L0808",TRUE
"1730",36.67,-4.46,"repo4","L0809",TRUE
"1731",36.67,-4.46,"repo4","L0810",TRUE
"1732",36.67,-4.46,"repo4","L0812",TRUE
"1733",36.75,-5.79,"repo4","L0822",TRUE
"1734",36.76,-2.95,"repo4","L0823",TRUE
"1735",36.98,34.88,"repo4","L0849",TRUE
"1736",37.06,35.33,"repo4","L0853",TRUE
"1737",37.06,-3.38,"repo4","L0854",TRUE
"1738",37.12,29.6,"repo4","L0859",TRUE
"1739",37.21,35.31,"repo4","L0872",TRUE
"1740",37.28,-3.68,"repo4","L0878",TRUE
"1741",37.31,30.81,"repo4","L0887",TRUE
"1742",37.32,31.99,"repo4","L0892",TRUE
"1743",37.39,29.97,"repo4","L0900",TRUE
"1744",37.4,30.85,"repo4","L0905",TRUE
"1745",37.62,30.88,"repo4","L0934",TRUE
"1746",37.83,31.42,"repo4","L0942",TRUE
"1747",37.66,31.63,"repo4","L0942",TRUE
"1748",37.76,-25.33,"repo4","L0960",TRUE
"1749",37.87,-25.77,"repo4","L0972",TRUE
"1750",37.84,-25.79,"repo4","L0972",TRUE
"1751",38.19,30.84,"repo4","L0990",TRUE
"1752",37.96,30.9,"repo4","L0990",TRUE
"1753",38.17,23.91,"repo4","L1025",TRUE
"1754",38.43,30.86,"repo4","L1061",TRUE
"1755",38.63,31.12,"repo4","L1095",TRUE
"1756",39.13,-0.7,"repo4","L1255",TRUE
"1757",39.13,-0.65,"repo4","L1257",TRUE
"1758",39.25,28.23,"repo4","L1294",TRUE
"1759",39.34,-0.34,"repo4","L1316",TRUE
"1760",39.45,-3.34,"repo4","L1358",TRUE
"1761",39.47,27.93,"repo4","L1367",TRUE
"1762",39.67,-7.53,"repo4","L1413",TRUE
"1763",39.67,41.02,"repo4","L1417",TRUE
"1764",39.73,-6.88,"repo4","L1441",TRUE
"1765",39.78,32.8,"repo4","L1456",TRUE
"1766",39.78,-5.09,"repo4","L1463",TRUE
"1767",39.78,-5.61,"repo4","L1467",TRUE
"1768",39.83,32.83,"repo4","L1489",TRUE
"1769",40.19,28.55,"repo4","L1586",TRUE
"1770",40.2,41.05,"repo4","L1604",TRUE
"1771",40.34,-7.59,"repo4","L1635",TRUE
"1772",40.37,-7.62,"repo4","L1646",TRUE
"1773",40.46,33.27,"repo4","L1665",TRUE
"1774",40.48,30.83,"repo4","L1674",TRUE
"1775",40.5,33.48,"repo4","L1684",TRUE
"1776",40.5,33.23,"repo4","L1685",TRUE
"1777",40.52,33.27,"repo4","L1693",TRUE
"1778",40.53,33.47,"repo4","L1695",TRUE
"1779",40.57,33.46,"repo4","L1701",TRUE
"1780",40.6,31.28,"repo4","L1707",TRUE
"1781",40.61,31.68,"repo4","L1709",TRUE
"1782",40.65,41.64,"repo4","L1710",TRUE
"1783",40.65,31.63,"repo4","L1724",TRUE
"1784",40.67,23.54,"repo4","L1725",TRUE
"1785",40.69,30.39,"repo4","L1736",TRUE
"1786",40.76,21.1,"repo4","L1770",TRUE
"1787",40.78,32.03,"repo4","L1780",TRUE
"1788",40.84,30.47,"repo4","L1803",TRUE
"1789",40.87,30.4,"repo4","L1815",TRUE
"1790",40.88,30.43,"repo4","L1819",TRUE
"1791",40.95,20.92,"repo4","L1826",TRUE
"1792",41.03,20.81,"repo4","L1895",TRUE
"1793",41.05,30.56,"repo4","L1913",TRUE
"1794",41.12,30.49,"repo4","L1960",TRUE
"1795",41.2,22.73,"repo4","L2007",TRUE
"1796",41.25,0.43,"repo4","L2051",TRUE
"1797",41.26,1.65,"repo4","L2057",TRUE
"1798",41.29,-7.18,"repo4","L2085",TRUE
"1799",41.37,0.27,"repo4","L2169",TRUE
"1800",41.49,-6.27,"repo4","L2240",TRUE
"1801",41.58,-6.9,"repo4","L2307",TRUE
"1802",41.72,2.34,"repo4","L2415",TRUE
"1803",41.79,-6.82,"repo4","L2465",TRUE
"1804",41.96,-6.77,"repo4","L2595",TRUE
"1805",41.97,-7.98,"repo4","L2600",TRUE
"1806",41.97,2.41,"repo4","L2604",TRUE
"1807",42.14,1.87,"repo4","L2709",TRUE
"1808",42.14,1.02,"repo4","L2715",TRUE
"1809",42.14,1.02,"repo4","L2716",TRUE
"1810",42.33,0.99,"repo4","L2833",TRUE
"1811",42.35,2.82,"repo4","L2845",TRUE
"1812",42.61,-8.62,"repo4","L3008",TRUE
"1813",42.77,-3.1,"repo4","L3081",TRUE
"1814",43.04,-8.01,"repo4","L3195",TRUE
"1815",43.28,-8.29,"repo4","L3309",TRUE
"1816",43.35,-8.26,"repo4","L3334",TRUE
"1817",43.49,-8.31,"repo4","L3419",TRUE
"1818",43.61,-8.09,"repo4","L3473",TRUE
"1819",44.84,14.39,"repo4","L4391",TRUE
"1820",44.87,15.6,"repo4","L4426",TRUE
"1821",44.89,15.6,"repo4","L4462",TRUE
"1822",45.08,14.56,"repo4","L4772",TRUE
"1823",45.17,14.56,"repo4","L4899",TRUE
"1824",45.23,14.67,"repo4","L4983",TRUE
"1825",45.31,14.71,"repo4","L5091",TRUE
"1826",45.33,13.92,"repo4","L5139",TRUE
"1827",45.35,15.34,"repo4","L5167",TRUE
"1828",45.36,14.72,"repo4","L5183",TRUE
"1829",45.5,2.89,"repo4","L5335",TRUE
"1830",45.7,10.72,"repo4","L5434",TRUE
"1831",45.66,2.98,"repo4","L5492",TRUE
"1832",45.69,10.07,"repo4","L5511",TRUE
"1833",45.77,16.03,"repo4","L5582",TRUE
"1834",45.78,15.94,"repo4","L5590",TRUE
"1835",45.83,16.03,"repo4","L5650",TRUE
"1836",46.01,11.25,"repo4","L5901",TRUE
"1837",46.02,11.27,"repo4","L5907",TRUE
"1838",46.04,10.5,"repo4","L5946",TRUE
"1839",46.14,11.26,"repo4","L6044",TRUE
"1840",46.26,10.95,"repo4","L6210",TRUE
"1841",46.29,6.21,"repo4","L6248",TRUE
"1842",46.45,6.58,"repo4","L6248",TRUE
"1843",46.35,6.15,"repo4","L6304",TRUE
"1844",46.36,14.09,"repo4","L6316",TRUE
"1845",46.51,6.77,"repo4","L6480",TRUE
"1846",46.53,16.12,"repo4","L6502",TRUE
"1847",46.58,15.73,"repo4","L6553",TRUE
"1848",46.64,6.29,"repo4","L6607",TRUE
"1849",46.67,6.32,"repo4","L6652",TRUE
"1850",46.75,16.04,"repo4","L6732",TRUE
"1851",46.93,7.07,"repo4","L6887",TRUE
"1852",47.02,8.36,"repo4","L6966",TRUE
"1853",47.09,8.08,"repo4","L7058",TRUE
"1854",47.14,8.15,"repo4","L7086",TRUE
"1855",47.21,18.61,"repo4","L7125",TRUE
"1856",47.21,8.82,"repo4","L7126",TRUE
"1857",47.32,8.56,"repo4","L7146",TRUE
"1858",47.27,18.49,"repo4","L7160",TRUE
"1859",47.29,8.21,"repo4","L7167",TRUE
"1860",47.3,18.46,"repo4","L7175",TRUE
"1861",47.34,8.68,"repo4","L7191",TRUE
"1862",47.35,8.78,"repo4","L7195",TRUE
"1863",47.76,9.13,"repo4","L7568",TRUE
"1864",47.8,13.42,"repo4","L7593",TRUE
"1865",48.17,17.14,"repo4","L7729",TRUE
"1866",48.52,19.66,"repo4","L7785",TRUE
"1867",48.78,16.74,"repo4","L7813",TRUE
"1868",48.8,22.02,"repo4","L7814",TRUE
"1869",48.82,21.99,"repo4","L7815",TRUE
"1870",48.89,16.64,"repo4","L7825",TRUE
"1871",48.93,16.53,"repo4","L7831",TRUE
"1872",49.12,17.77,"repo4","L7843",TRUE
"1873",49.24,16.51,"repo4","L7846",TRUE
"1874",49.4,16.02,"repo4","L7849",TRUE
"1875",49.5,16.7,"repo4","L7851",TRUE
"1876",49.54,15.88,"repo4","L7852",TRUE
"1877",49.55,16.56,"repo4","L7855",TRUE
"1878",49.63,15.9,"repo4","L7856",TRUE
"1879",49.74,15.91,"repo4","L7861",TRUE
"1880",49.88,20.04,"repo4","L7864",TRUE
"1881",50.03,19.83,"repo4","L7868",TRUE
"1882",50.02,19.81,"repo4","L7868",TRUE
"1883",50.09,19.83,"repo4","L7870",TRUE
"1884",50.08,19.83,"repo4","L7870",TRUE
"1885",51.19,22.53,"repo4","L7884",TRUE
"1886",51.29,23.24,"repo4","L7886",TRUE
"1887",51.37,23.15,"repo4","L7887",TRUE
"1888",51.46,19.98,"repo4","L7889",TRUE
"1889",51.47,23,"repo4","L7890",TRUE
"1890",51.53,23.04,"repo4","L7892",TRUE
"1891",51.55,5.12,"repo4","L7893",TRUE
"1892",51.68,5.11,"repo4","L7895",TRUE
"1893",51.7,5.75,"repo4","L7896",TRUE
"1894",51.71,5.29,"repo4","L7897",TRUE
"1895",51.72,5.34,"repo4","L7898",TRUE
"1896",51.74,5.5,"repo4","L7899",TRUE
"1897",51.83,5.94,"repo4","L7900",TRUE
"1898",51.85,18.69,"repo4","L7901",TRUE
"1899",52.08,5.37,"repo4","L7904",TRUE
"1900",52.14,17.17,"repo4","L7907",TRUE
"1901",52.16,21.1,"repo4","L7908",TRUE
"1902",52.19,21.07,"repo4","L7909",TRUE
"1903",52.2,17.12,"repo4","L7910",TRUE
"1904",52.28,14.05,"repo4","L7911",TRUE
"1905",52.22,14.02,"repo4","L7911",TRUE
"1906",52.24,13.79,"repo4","L7912",TRUE
"1907",52.25,16.6,"repo4","L7913",TRUE
"1908",52.25,16.75,"repo4","L7914",TRUE
"1909",52.25,17.08,"repo4","L7915",TRUE
"1910",52.27,16.8,"repo4","L7916",TRUE
"1911",52.29,16.8,"repo4","L7917",TRUE
"1912",52.29,16.7,"repo4","L7919",TRUE
"1913",52.3,4.84,"repo4","L7920",TRUE
"1914",52.33,4.82,"repo4","L7921",TRUE
"1915",52.34,4.66,"repo4","L7923",TRUE
"1916",52.35,4.66,"repo4","L7923",TRUE
"1917",52.36,20.88,"repo4","L7924",TRUE
"1918",52.36,4.82,"repo4","L7925",TRUE
"1919",52.37,20.85,"repo4","L7926",TRUE
"1920",52.38,15.6,"repo4","L7927",TRUE
"1921",52.38,16.62,"repo4","L7928",TRUE
"1922",52.39,5.02,"repo4","L7929",TRUE
"1923",52.4,15.62,"repo4","L7930",TRUE
"1924",52.4,16.97,"repo4","L7931",TRUE
"1925",52.41,17.07,"repo4","L7932",TRUE
"1926",52.42,16.88,"repo4","L7933",TRUE
"1927",52.43,4.67,"repo4","L7934",TRUE
"1928",52.43,16.66,"repo4","L7935",TRUE
"1929",52.44,13.66,"repo4","L7936",TRUE
"1930",52.45,17.13,"repo4","L7937",TRUE
"1931",52.45,4.89,"repo4","L7938",TRUE
"1932",52.46,16.82,"repo4","L7939",TRUE
"1933",52.49,16.79,"repo4","L7942",TRUE
"1934",52.51,16.24,"repo4","L7943",TRUE
"1935",52.52,17.38,"repo4","L7944",TRUE
"1936",52.53,16.38,"repo4","L7945",TRUE
"1937",52.54,16.38,"repo4","L7948",TRUE
"1938",52.61,14.17,"repo4","L7949",TRUE
"1939",52.75,17.01,"repo4","L7950",TRUE
"1940",52.84,17.29,"repo4","L7952",TRUE
"1941",52.94,23.76,"repo4","L7955",TRUE
"1942",53.05,13.25,"repo4","L7958",TRUE
"1943",53.08,13.17,"repo4","L7959",TRUE
"1944",53.11,12.98,"repo4","L7961",TRUE
"1945",53.11,13.04,"repo4","L7962",TRUE
"1946",53.13,12.94,"repo4","L7963",TRUE
"1947",53.15,13.05,"repo4","L7964",TRUE
"1948",53.15,12.89,"repo4","L7965",TRUE
"1949",53.15,12.87,"repo4","L7966",TRUE
"1950",53.15,13.03,"repo4","L7967",TRUE
"1951",53.17,13.86,"repo4","L7968",TRUE
"1952",53.17,13.21,"repo4","L7969",TRUE
"1953",53.18,12.88,"repo4","L7970",TRUE
"1954",53.18,13.12,"repo4","L7971",TRUE
"1955",53.19,13.15,"repo4","L7972",TRUE
"1956",53.2,12.88,"repo4","L7974",TRUE
"1957",53.22,13.29,"repo4","L7975",TRUE
"1958",53.22,12.98,"repo4","L7976",TRUE
"1959",53.24,12.86,"repo4","L7977",TRUE
"1960",53.25,13.2,"repo4","L7979",TRUE
"1961",53.28,13.2,"repo4","L7980",TRUE
"1962",53.32,13.45,"repo4","L7982",TRUE
"1963",53.32,13.16,"repo4","L7983",TRUE
"1964",53.33,13.13,"repo4","L7984",TRUE
"1965",53.41,13.25,"repo4","L7986",TRUE
"1966",53.49,12.35,"repo4","L7989",TRUE
"1967",53.53,12.69,"repo4","L7990",TRUE
"1968",53.58,21.55,"repo4","L7991",TRUE
"1969",53.67,21.92,"repo4","L7993",TRUE
"1970",53.75,20.45,"repo4","L7994",TRUE
"1971",53.76,20.53,"repo4","L7995",TRUE
"1972",53.76,20.45,"repo4","L7996",TRUE
"1973",53.78,21.59,"repo4","L7997",TRUE
"1974",53.77,21.46,"repo4","L7998",TRUE
"1975",53.78,20.43,"repo4","L8000",TRUE
"1976",53.78,20.42,"repo4","L8000",TRUE
"1977",53.79,20.41,"repo4","L8000",TRUE
"1978",53.78,20.45,"repo4","L8001",TRUE
"1979",53.79,20.46,"repo4","L8002",TRUE
"1980",53.79,20.43,"repo4","L8003",TRUE
"1981",53.79,20.54,"repo4","L8004",TRUE
"1982",53.8,19.84,"repo4","L8005",TRUE
"1983",53.8,20.42,"repo4","L8008",TRUE
"1984",53.8,20.45,"repo4","L8009",TRUE
"1985",53.82,20.42,"repo4","L8011",TRUE
"1986",53.82,21.38,"repo4","L8013",TRUE
"1987",53.83,19.84,"repo4","L8014",TRUE
"1988",53.89,19.76,"repo4","L8017",TRUE
"1989",53.91,21.49,"repo4","L8018",TRUE
"1990",54.06,-7.74,"repo4","L8026",TRUE
"1991",54.1,-8.59,"repo4","L8031",TRUE
"1992",54.15,-6.71,"repo4","L8035",TRUE
"1993",54.23,22.9,"repo4","L8037",TRUE
"1994",54.27,22.87,"repo4","L8038",TRUE
"1995",54.4,-2.95,"repo4","L8039",TRUE
"1996",54.31,-2.95,"repo4","L8039",TRUE
"1997",54.33,24.37,"repo4","L8040",TRUE
"1998",54.35,24.57,"repo4","L8041",TRUE
"1999",54.39,24.37,"repo4","L8042",TRUE
"2000",54.39,23.64,"repo4","L8043",TRUE
"2001",54.4,-2.98,"repo4","L8044",TRUE
"2002",54.44,23.85,"repo4","L8045",TRUE
"2003",54.45,-3.02,"repo4","L8046",TRUE
"2004",54.49,-7.84,"repo4","L8047",TRUE
"2005",54.58,-3.14,"repo4","L8048",TRUE
"2006",54.58,-6.4,"repo4","L8049",TRUE
"2007",54.59,24.19,"repo4","L8050",TRUE
"2008",54.65,-3.22,"repo4","L8051",TRUE
"2009",54.74,25.19,"repo4","L8056",TRUE
"2010",54.79,25.33,"repo4","L8059",TRUE
"2011",54.79,25.31,"repo4","L8060",TRUE
"2012",54.99,25.22,"repo4","L8067",TRUE
"2013",55.48,11.76,"repo4","L8081",TRUE
"2014",55.5,11.69,"repo4","L8082",TRUE
"2015",55.66,23.2,"repo4","L8088",TRUE
"2016",55.68,13.59,"repo4","L8089",TRUE
"2017",55.7,13.48,"repo4","L8090",TRUE
"2018",55.71,22.34,"repo4","L8091",TRUE
"2019",55.74,13.21,"repo4","L8092",TRUE
"2020",55.77,12.46,"repo4","L8093",TRUE
"2021",55.77,12.48,"repo4","L8094",TRUE
"2022",55.78,13.36,"repo4","L8095",TRUE
"2023",55.81,12.37,"repo4","L8096",TRUE
"2024",55.81,12.44,"repo4","L8097",TRUE
"2025",55.82,12.27,"repo4","L8098",TRUE
"2026",55.86,23.31,"repo4","L8100",TRUE
"2027",55.86,13.54,"repo4","L8101",TRUE
"2028",55.94,23.34,"repo4","L8105",TRUE
"2029",55.98,22.25,"repo4","L8107",TRUE
"2030",56.12,9.62,"repo4","L8116",TRUE
"2031",58.12,27.57,"repo4","L8140",TRUE
"2032",58.21,26.1,"repo4","L8146",TRUE
"2033",58.23,26.41,"repo4","L8147",TRUE
"2034",58.54,26.65,"repo4","L8159",TRUE
"2035",58.57,26.71,"repo4","L8160",TRUE
"2036",58.59,26.66,"repo4","L8162",TRUE
"2037",58.61,26.68,"repo4","L8163",TRUE
"2038",58.72,26.55,"repo4","L8169",TRUE
"2039",59.24,10.33,"repo4","L8175",TRUE
"2040",59.3,11.08,"repo4","L8177",TRUE
"2041",59.39,10.84,"repo4","L8179",TRUE
"2042",59.44,10.75,"repo4","L8179",TRUE
"2043",59.43,10.98,"repo4","L8182",TRUE
"2044",59.73,17.55,"repo4","L8184",TRUE
"2045",59.51,18.04,"repo4","L8186",TRUE
"2046",59.51,10.16,"repo4","L8187",TRUE
"2047",59.67,11.55,"repo4","L8189",TRUE
"2048",59.69,10.83,"repo4","L8191",TRUE
"2049",59.69,10.74,"repo4","L8192",TRUE
"2050",59.7,11.05,"repo4","L8193",TRUE
"2051",59.73,18.73,"repo4","L8196",TRUE
"2052",59.74,17.84,"repo4","L8197",TRUE
"2053",59.84,18.63,"repo4","L8199",TRUE
"2054",59.86,17.94,"repo4","L8200",TRUE
"2055",59.87,17.17,"repo4","L8201",TRUE
"2056",60.35,22.21,"repo4","L8213",TRUE
"2057",60.45,22.4,"repo4","L8217",TRUE
"2058",62.24,25.77,"repo4","L8251",TRUE
"2059",62.12,25.56,"repo4","L8258",TRUE
"2060",62.19,21.44,"repo4","L8261",TRUE
"2061",62.32,21.38,"repo4","L8265",TRUE
"2062",41.61,-87.27,"repo5","L9468",TRUE
"2063",41.62,-87.26,"repo5","L9468",TRUE
"2064",41.65,-87.43,"repo5","L2711",TRUE
"2065",41.67,-87.5,"repo5","L8487",TRUE
"2066",41.67,-87.5,"repo5","L8487",TRUE
"2067",41.68,-87.51,"repo5","L2377",TRUE
"2068",41.68,-87.48,"repo5","L2711",TRUE
"2069",41.69,-87.5,"repo5","L2711",TRUE
"2070",41.53,-71.81,"repo5","L8488",TRUE
"2071",41.46,-71.95,"repo5","L9695",TRUE
"2072",41.45,-71.95,"repo5","L8489",TRUE
"2073",41.84,-72.11,"repo5","L2502",TRUE
"2074",41.96,-72.19,"repo5","L9675",TRUE
"2075",41.77,-72.17,"repo5","L8490",TRUE
"2076",41.94,-71.9,"repo5","L2588",TRUE
"2077",41.86,-71.91,"repo5","L8491",TRUE
"2078",41.86,-71.8,"repo5","L8492",TRUE
"2079",41.77,-71.89,"repo5","L2458",TRUE
"2080",41.73,-71.87,"repo5","L8493",TRUE
"2081",41.58,-71.86,"repo5","L9690",TRUE
"2082",41.51,-71.89,"repo5","L2250",TRUE
"2083",41.61,-71.94,"repo5","L8494",TRUE
"2084",41.56,-72.23,"repo5","L8495",TRUE
"2085",41.51,-72.22,"repo5","L2254",TRUE
"2086",41.56,-72.16,"repo5","L8496",TRUE
"2087",41.49,-71.98,"repo5","L9691",TRUE
"2088",41.49,-71.95,"repo5","L8497",TRUE
"2089",41.34,-72.21,"repo5","L8498",TRUE
"2090",42.02,-72.99,"repo5","L9672",TRUE
"2091",41.88,-73.04,"repo5","L2526",TRUE
"2092",41.92,-72.69,"repo5","L8499",TRUE
"2093",41.51,-72.73,"repo5","L8500",TRUE
"2094",41.52,-72.64,"repo5","L8501",TRUE
"2095",41.51,-72.67,"repo5","L9694",TRUE
"2096",41.49,-72.56,"repo5","L9698",TRUE
"2097",41.67,-72.37,"repo5","L2379",TRUE
"2098",41.53,-72.42,"repo5","L8502",TRUE
"2099",41.41,-72.53,"repo5","L8503",TRUE
"2100",41.52,-72.33,"repo5","L2267",TRUE
"2101",41.34,-72.48,"repo5","L2135",TRUE
"2102",41.33,-72.47,"repo5","L8504",TRUE
"2103",42.03,-73.38,"repo5","L2639",TRUE
"2104",42.02,-73.19,"repo5","L8505",TRUE
"2105",42.02,-73.48,"repo5","L2632",TRUE
"2106",41.96,-73.45,"repo5","L2589",TRUE
"2107",41.71,-73.47,"repo5","L8506",TRUE
"2108",41.68,-73.47,"repo5","L8507",TRUE
"2109",41.68,-73.35,"repo5","L2393",TRUE
"2110",41.72,-73.42,"repo5","L8508",TRUE
"2111",41.48,-73.35,"repo5","L2220",TRUE
"2112",41.81,-73.29,"repo5","L9546",TRUE
"2113",41.85,-73.26,"repo5","L9685",TRUE
"2114",41.82,-73.24,"repo5","L8509",TRUE
"2115",41.44,-73.25,"repo5","L9693",TRUE
"2116",41.38,-73.17,"repo5","L9696",TRUE
"2117",41.54,-73.16,"repo5","L8510",TRUE
"2118",41.91,-73.15,"repo5","L8511",TRUE
"2119",41.89,-73.15,"repo5","L8512",TRUE
"2120",41.44,-73.08,"repo5","L9697",TRUE
"2121",40.96,-72.18,"repo5","L9707",TRUE
"2122",40.95,-72.18,"repo5","L8513",TRUE
"2123",40.95,-72.19,"repo5","L8513",TRUE
"2124",40.95,-72.19,"repo5","L8513",TRUE
"2125",41.75,-75.2,"repo5","L8514",TRUE
"2126",40.91,-75.17,"repo5","L1834",TRUE
"2127",41.24,-75.45,"repo5","L2030",TRUE
"2128",40.32,-75.2,"repo5","L1633",TRUE
"2129",40.2,-75.78,"repo5","L8515",TRUE
"2130",40.11,-75.86,"repo5","L1578",TRUE
"2131",41.64,-75.53,"repo5","L8516",TRUE
"2132",40.7,-78.54,"repo5","L8517",TRUE
"2133",41.41,-78.02,"repo5","L8518",TRUE
"2134",41.36,-77.92,"repo5","L8519",TRUE
"2135",41.39,-77,"repo5","L8520",TRUE
"2136",41.1,-76.66,"repo5","L8521",TRUE
"2137",40.76,-77.21,"repo5","L8522",TRUE
"2138",40.8,-77.2,"repo5","L1787",TRUE
"2139",40.73,-77.63,"repo5","L8523",TRUE
"2140",40.11,-77.69,"repo5","L8524",TRUE
"2141",40.23,-77.28,"repo5","L8525",TRUE
"2142",39.76,-78.66,"repo5","L8526",TRUE
"2143",39.75,-78.68,"repo5","L8527",TRUE
"2144",38.73,-77.39,"repo5","L8528",TRUE
"2145",38.74,-77.39,"repo5","L8528",TRUE
"2146",38.72,-77.35,"repo5","L8528",TRUE
"2147",38.71,-77.32,"repo5","L8528",TRUE
"2148",38.71,-77.31,"repo5","L8528",TRUE
"2149",38.69,-77.28,"repo5","L8528",TRUE
"2150",38.54,-77.48,"repo5","L8529",TRUE
"2151",38.53,-77.46,"repo5","L8529",TRUE
"2152",38.53,-77.49,"repo5","L9558",TRUE
"2153",38.53,-77.47,"repo5","L8529",TRUE
"2154",38.52,-77.46,"repo5","L8529",TRUE
"2155",37.15,-76.47,"repo5","L8530",TRUE
"2156",37.14,-76.46,"repo5","L8530",TRUE
"2157",37.43,-76.9,"repo5","L0909",TRUE
"2158",37.43,-76.89,"repo5","L0909",TRUE
"2159",37.36,-76.83,"repo5","L0897",TRUE
"2160",37.35,-76.84,"repo5","L0897",TRUE
"2161",37.18,-76.55,"repo5","L8531",TRUE
"2162",37.2,-76.57,"repo5","L9789",TRUE
"2163",37.19,-76.56,"repo5","L8532",TRUE
"2164",37.18,-76.56,"repo5","L8533",TRUE
"2165",36.52,-77.96,"repo5","L8534",TRUE
"2166",36.51,-77.86,"repo5","L8534",TRUE
"2167",36.56,-77.86,"repo5","L8534",TRUE
"2168",35.51,-76.25,"repo5","L0711",TRUE
"2169",35.51,-76.18,"repo5","L0711",TRUE
"2170",36.15,-79.17,"repo5","L9794",TRUE
"2171",36.12,-78.87,"repo5","L8535",TRUE
"2172",36.15,-78.83,"repo5","L8536",TRUE
"2173",36.17,-78.77,"repo5","L8537",TRUE
"2174",36.07,-78.78,"repo5","L0743",TRUE
"2175",36.02,-78.69,"repo5","L0743",TRUE
"2176",35.98,-78.63,"repo5","L0743",TRUE
"2177",35.96,-78.58,"repo5","L0743",TRUE
"2178",35.94,-78.58,"repo5","L0743",TRUE
"2179",35.69,-78.69,"repo5","L8538",TRUE
"2180",35.66,-78.61,"repo5","L8539",TRUE
"2181",35.95,-79.24,"repo5","L8540",TRUE
"2182",35.71,-79.08,"repo5","L8541",TRUE
"2183",35.69,-79.08,"repo5","L8541",TRUE
"2184",35.66,-79.07,"repo5","L8541",TRUE
"2185",35.9,-79.09,"repo5","L8542",TRUE
"2186",35.8,-79.01,"repo5","L8543",TRUE
"2187",35.78,-79.03,"repo5","L8541",TRUE
"2188",35.75,-79.03,"repo5","L8541",TRUE
"2189",35.75,-79.01,"repo5","L8541",TRUE
"2190",35.74,-79.02,"repo5","L8541",TRUE
"2191",35.73,-79.02,"repo5","L8541",TRUE
"2192",35.73,-79.04,"repo5","L8541",TRUE
"2193",36.04,-80,"repo5","L8544",TRUE
"2194",36.01,-80.01,"repo5","L8544",TRUE
"2195",36,-80,"repo5","L8544",TRUE
"2196",36.01,-79.99,"repo5","L8544",TRUE
"2197",36.02,-79.98,"repo5","L8544",TRUE
"2198",36,-79.96,"repo5","L8545",TRUE
"2199",36.01,-79.94,"repo5","L8545",TRUE
"2200",36,-79.95,"repo5","L8545",TRUE
"2201",35.79,-81.62,"repo5","L9567",TRUE
"2202",35.78,-81.52,"repo5","L8546",TRUE
"2203",35.77,-81.44,"repo5","L8546",TRUE
"2204",35.76,-81.38,"repo5","L0734",TRUE
"2205",35.8,-81.3,"repo5","L0734",TRUE
"2206",35.82,-81.19,"repo5","L0734",TRUE
"2207",33.73,-83.94,"repo5","L8547",TRUE
"2208",27.73,-80.77,"repo5","L8548",TRUE
"2209",28.15,-80.74,"repo5","L8549",TRUE
"2210",28.37,-80.87,"repo5","L9517",TRUE
"2211",28.56,-81.39,"repo5","L8550",TRUE
"2212",28.56,-81.38,"repo5","L9830",TRUE
"2213",28.64,-81.37,"repo5","L9829",TRUE
"2214",28.61,-81.34,"repo5","L8551",TRUE
"2215",28.54,-81.64,"repo5","L8552",TRUE
"2216",28.38,-81.19,"repo5","L8553",TRUE
