"","Lat","Lon","StudyID","UniqueLakeName","optional"
"3771",40.9,-112.35,"repo5","L8892",TRUE
"3772",40.92,-78.06,"repo5","L8896",TRUE
"3773",40.92,-102.64,"repo5","L8897",TRUE
"3774",40.92,-102.66,"repo5","L8898",TRUE
"3775",40.93,-102.65,"repo5","L8898",TRUE
"3776",40.94,-74.64,"repo5","L8899",TRUE
"3777",40.94,-102.64,"repo5","L8898",TRUE
"3778",40.95,-74.75,"repo5","L8900",TRUE
"3779",40.95,-74.75,"repo5","L8900",TRUE
"3780",40.95,-74.75,"repo5","L8900",TRUE
"3781",40.95,-72.19,"repo5","L8513",TRUE
"3782",40.95,-74.74,"repo5","L8900",TRUE
"3783",40.95,-74.74,"repo5","L8900",TRUE
"3784",40.95,-74.74,"repo5","L8900",TRUE
"3785",40.95,-72.19,"repo5","L9708",TRUE
"3786",40.96,-80.12,"repo5","L8901",TRUE
"3787",40.99,-77.19,"repo5","L9704",TRUE
"3788",41,-94.71,"repo5","L8902",TRUE
"3789",41.03,-112.14,"repo5","L8892",TRUE
"3790",41.04,-112.16,"repo5","L8892",TRUE
"3791",41.05,-77.6,"repo5","L9549",TRUE
"3792",41.04,-112.51,"repo5","L8892",TRUE
"3793",41.07,-112.23,"repo5","L8892",TRUE
"3794",41.07,-112.33,"repo5","L8892",TRUE
"3795",41.11,-112.45,"repo5","L8892",TRUE
"3796",41.11,-112.64,"repo5","L8892",TRUE
"3797",41.12,-75.72,"repo5","L8903",TRUE
"3798",41.13,-75.66,"repo5","L9702",TRUE
"3799",41.15,-75.72,"repo5","L9702",TRUE
"3800",41.16,-71.57,"repo5","L9700",TRUE
"3801",41.16,-71.58,"repo5","L9548",TRUE
"3802",41.19,-112.41,"repo5","L8892",TRUE
"3803",41.2,-78.51,"repo5","L9703",TRUE
"3804",41.2,-75.41,"repo5","L2011",TRUE
"3805",41.22,-71.57,"repo5","L9887",TRUE
"3806",41.22,-73.55,"repo5","L8904",TRUE
"3807",41.22,-71.57,"repo5","L9888",TRUE
"3808",41.24,-73.55,"repo5","L2043",TRUE
"3809",41.28,-75.09,"repo5","L2084",TRUE
"3810",41.29,-73.65,"repo5","L2076",TRUE
"3811",41.3,-95.92,"repo5","L8905",TRUE
"3812",41.32,-73.85,"repo5","L8906",TRUE
"3813",41.33,-75.88,"repo5","L8907",TRUE
"3814",41.34,-73.73,"repo5","L2137",TRUE
"3815",41.35,-72.58,"repo5","L8908",TRUE
"3816",41.36,-77.36,"repo5","L8909",TRUE
"3817",41.36,-73.58,"repo5","L8910",TRUE
"3818",41.41,-78.02,"repo5","L8518",TRUE
"3819",41.41,-109.45,"repo5","L9692",TRUE
"3820",41.47,-82.82,"repo5","L2052",TRUE
"3821",41.48,-73.34,"repo5","L2220",TRUE
"3822",41.48,-73.32,"repo5","L2220",TRUE
"3823",41.49,-81.74,"repo5","L2052",TRUE
"3824",41.5,-73.32,"repo5","L2220",TRUE
"3825",41.51,-82.92,"repo5","L2052",TRUE
"3826",41.52,-73.39,"repo5","L9493",TRUE
"3827",41.52,-73.41,"repo5","L9494",TRUE
"3828",41.54,-72.4,"repo5","L8911",TRUE
"3829",41.56,-78.59,"repo5","L8912",TRUE
"3830",41.57,-72.56,"repo5","L8913",TRUE
"3831",41.59,-75.33,"repo5","L9547",TRUE
"3832",41.59,-75.33,"repo5","L8914",TRUE
"3833",41.6,-75.33,"repo5","L8914",TRUE
"3834",41.6,-95.22,"repo5","L2324",TRUE
"3835",41.61,-87.29,"repo5","L9469",TRUE
"3836",41.62,-75.34,"repo5","L8914",TRUE
"3837",41.63,-75.34,"repo5","L8914",TRUE
"3838",41.64,-87.38,"repo5","L2711",TRUE
"3839",41.65,-71.04,"repo5","L2359",TRUE
"3840",41.67,-71.61,"repo5","L9689",TRUE
"3841",41.67,-87.41,"repo5","L2711",TRUE
"3842",41.68,-72.69,"repo5","L9688",TRUE
"3843",41.68,-72.31,"repo5","L8915",TRUE
"3844",41.68,-71.68,"repo5","L8916",TRUE
"3845",41.68,-71.55,"repo5","L2380",TRUE
"3846",41.68,-83.38,"repo5","L8917",TRUE
"3847",41.69,-83.38,"repo5","L2052",TRUE
"3848",41.7,-71.77,"repo5","L8918",TRUE
"3849",41.71,-84.65,"repo5","L8919",TRUE
"3850",41.72,-77.76,"repo5","L8920",TRUE
"3851",41.72,-84.65,"repo5","L8919",TRUE
"3852",41.72,-102.43,"repo5","L2423",TRUE
"3853",41.73,-102.37,"repo5","L8921",TRUE
"3854",41.73,-71.32,"repo5","L9678",TRUE
"3855",41.74,-102.4,"repo5","L2426",TRUE
"3856",41.75,-84.81,"repo5","L2434",TRUE
"3857",41.75,-102.41,"repo5","L2439",TRUE
"3858",41.75,-71.41,"repo5","L9889",TRUE
"3859",41.75,-79.17,"repo5","L8922",TRUE
"3860",41.75,-85.01,"repo5","L2445",TRUE
"3861",41.76,-92.84,"repo5","L8923",TRUE
"3862",41.77,-71.48,"repo5","L2452",TRUE
"3863",41.77,-85.04,"repo5","L2451",TRUE
"3864",41.77,-102.44,"repo5","L2463",TRUE
"3865",41.78,-70.72,"repo5","L2454",TRUE
"3866",41.78,-84.99,"repo5","L2462",TRUE
"3867",41.78,-85.83,"repo5","L8924",TRUE
"3868",41.79,-70.76,"repo5","L9686",TRUE
"3869",41.79,-85.16,"repo5","L2470",TRUE
"3870",41.79,-71.43,"repo5","L9890",TRUE
"3871",41.8,-85.16,"repo5","L2470",TRUE
"3872",41.8,-77.2,"repo5","L2483",TRUE
"3873",41.8,-85.54,"repo5","L2478",TRUE
"3874",41.81,-86,"repo5","L8925",TRUE
"3875",41.81,-84.97,"repo5","L2492",TRUE
"3876",41.81,-71.28,"repo5","L9674",TRUE
"3877",41.81,-85.99,"repo5","L8925",TRUE
"3878",41.82,-84.64,"repo5","L2488",TRUE
"3879",41.83,-85.49,"repo5","L2493",TRUE
"3880",41.83,-84.52,"repo5","L8926",TRUE
"3881",41.83,-84.27,"repo5","L8927",TRUE
"3882",41.83,-84.98,"repo5","L2492",TRUE
"3883",41.83,-84.26,"repo5","L8928",TRUE
"3884",41.83,-71.75,"repo5","L9684",TRUE
"3885",41.84,-71.34,"repo5","L2497",TRUE
"3886",41.84,-85.42,"repo5","L2499",TRUE
"3887",41.84,-85.87,"repo5","L2505",TRUE
"3888",41.84,-85.86,"repo5","L2505",TRUE
"3889",41.85,-71.34,"repo5","L2506",TRUE
"3890",41.85,-85.04,"repo5","L2507",TRUE
"3891",41.84,-73.15,"repo5","L8929",TRUE
"3892",41.85,-84.96,"repo5","L2509",TRUE
"3893",41.85,-85.03,"repo5","L2507",TRUE
"3894",41.86,-85.04,"repo5","L2507",TRUE
"3895",41.86,-84.79,"repo5","L8930",TRUE
"3896",41.86,-85.4,"repo5","L2513",TRUE
"3897",41.86,-71.55,"repo5","L2515",TRUE
"3898",41.87,-84.68,"repo5","L2521",TRUE
"3899",41.87,-71.13,"repo5","L9545",TRUE
"3900",41.87,-71.47,"repo5","L9680",TRUE
"3901",41.87,-71.47,"repo5","L9680",TRUE
"3902",41.88,-85.48,"repo5","L2527",TRUE
"3903",41.88,-71.58,"repo5","L8931",TRUE
"3904",41.88,-85.86,"repo5","L2529",TRUE
"3905",41.88,-72.96,"repo5","L2542",TRUE
"3906",41.88,-71.69,"repo5","L2531",TRUE
"3907",41.88,-84.92,"repo5","L8932",TRUE
"3908",41.89,-85.91,"repo5","L2538",TRUE
"3909",41.89,-71.51,"repo5","L2539",TRUE
"3910",41.89,-71.56,"repo5","L9683",TRUE
"3911",41.9,-84.79,"repo5","L2540",TRUE
"3912",41.9,-84.77,"repo5","L8933",TRUE
"3913",41.9,-71.68,"repo5","L2531",TRUE
"3914",41.9,-84.91,"repo5","L2553",TRUE
"3915",41.9,-84.61,"repo5","L2543",TRUE
"3916",41.9,-85.99,"repo5","L2545",TRUE
"3917",41.9,-85.11,"repo5","L2546",TRUE
"3918",41.9,-85.97,"repo5","L2545",TRUE
"3919",41.9,-86.02,"repo5","L8934",TRUE
"3920",41.91,-85.8,"repo5","L2551",TRUE
"3921",41.91,-71.53,"repo5","L9681",TRUE
"3922",41.91,-80.77,"repo5","L2052",TRUE
"3923",41.91,-71.55,"repo5","L8935",TRUE
"3924",41.91,-85.89,"repo5","L2552",TRUE
"3925",41.91,-73.09,"repo5","L8936",TRUE
"3926",41.91,-71.74,"repo5","L8937",TRUE
"3927",41.91,-70.84,"repo5","L9682",TRUE
"3928",41.92,-85.45,"repo5","L2556",TRUE
"3929",41.92,-70.63,"repo5","L9677",TRUE
"3930",41.92,-85.34,"repo5","L8938",TRUE
"3931",41.92,-71.77,"repo5","L2559",TRUE
"3932",41.93,-84.9,"repo5","L2553",TRUE
"3933",41.93,-71.29,"repo5","L2560",TRUE
"3934",41.93,-85.77,"repo5","L8939",TRUE
"3935",41.93,-85.88,"repo5","L8940",TRUE
"3936",41.93,-85.73,"repo5","L8939",TRUE
"3937",41.93,-85.21,"repo5","L2569",TRUE
"3938",41.93,-85.76,"repo5","L8939",TRUE
"3939",41.93,-71.8,"repo5","L9676",TRUE
"3940",41.94,-71.71,"repo5","L8941",TRUE
"3941",41.94,-85.03,"repo5","L8942",TRUE
"3942",41.94,-85.88,"repo5","L8943",TRUE
"3943",41.94,-71.5,"repo5","L8944",TRUE
"3944",41.94,-85.32,"repo5","L2573",TRUE
"3945",41.95,-71.9,"repo5","L2588",TRUE
"3946",41.95,-85.59,"repo5","L8945",TRUE
"3947",41.95,-85.74,"repo5","L2582",TRUE
"3948",41.95,-85.71,"repo5","L2592",TRUE
"3949",41.95,-85.76,"repo5","L8946",TRUE
"3950",41.96,-85.7,"repo5","L2592",TRUE
"3951",41.96,-85.75,"repo5","L8946",TRUE
"3952",41.96,-85.03,"repo5","L8947",TRUE
"3953",41.96,-84.27,"repo5","L8948",TRUE
"3954",41.96,-71.6,"repo5","L9673",TRUE
"3955",41.96,-71.79,"repo5","L8949",TRUE
"3956",41.97,-71.72,"repo5","L8950",TRUE
"3957",41.97,-85.33,"repo5","L2602",TRUE
"3958",41.97,-84.29,"repo5","L8951",TRUE
"3959",41.98,-85.04,"repo5","L8947",TRUE
"3960",41.98,-71.45,"repo5","L8952",TRUE
"3961",41.98,-71.66,"repo5","L8953",TRUE
"3962",41.99,-71.6,"repo5","L2617",TRUE
"3963",41.99,-86.08,"repo5","L2614",TRUE
"3964",41.99,-84.29,"repo5","L8951",TRUE
"3965",41.99,-85.03,"repo5","L8954",TRUE
"3966",41.99,-71.2,"repo5","L2606",TRUE
"3967",41.99,-71.89,"repo5","L8955",TRUE
"3968",41.99,-71.4,"repo5","L8956",TRUE
"3969",41.99,-71.59,"repo5","L8957",TRUE
"3970",42,-85.57,"repo5","L2618",TRUE
"3971",42,-70.94,"repo5","L9544",TRUE
"3972",42,-72.09,"repo5","L8958",TRUE
"3973",42,-71.77,"repo5","L2624",TRUE
"3974",42,-85.03,"repo5","L8954",TRUE
"3975",42.01,-73.04,"repo5","L8959",TRUE
"3976",42.01,-72.13,"repo5","L2630",TRUE
"3977",42.03,-110.06,"repo5","L2661",TRUE
"3978",42.03,-86.05,"repo5","L8960",TRUE
"3979",42.03,-70.76,"repo5","L2637",TRUE
"3980",42.03,-84.24,"repo5","L2644",TRUE
"3981",42.03,-86.05,"repo5","L8960",TRUE
"3982",42.04,-85.25,"repo5","L2649",TRUE
"3983",42.04,-85.2,"repo5","L2655",TRUE
"3984",42.04,-85.52,"repo5","L2652",TRUE
"3985",42.05,-84.14,"repo5","L2651",TRUE
"3986",42.05,-85.25,"repo5","L2654",TRUE
"3987",42.05,-85.86,"repo5","L2653",TRUE
"3988",42.05,-86.18,"repo5","L2656",TRUE
"3989",42.06,-71.91,"repo5","L2657",TRUE
"3990",42.06,-84.18,"repo5","L2658",TRUE
"3991",42.06,-85.81,"repo5","L2666",TRUE
"3992",42.06,-72.64,"repo5","L9669",TRUE
"3993",42.07,-86.18,"repo5","L2671",TRUE
"3994",42.07,-84.13,"repo5","L8961",TRUE
"3995",42.07,-84.15,"repo5","L2673",TRUE
"3996",42.08,-84.21,"repo5","L2680",TRUE
"3997",42.08,-72.06,"repo5","L9671",TRUE
"3998",42.08,-85.87,"repo5","L8962",TRUE
"3999",42.08,-86.21,"repo5","L2676",TRUE
"4000",42.09,-71.08,"repo5","L9670",TRUE
"4001",42.08,-84.47,"repo5","L8963",TRUE
"4002",42.09,-85.83,"repo5","L2684",TRUE
"4003",42.09,-84.22,"repo5","L2680",TRUE
"4004",42.1,-85.57,"repo5","L2686",TRUE
"4005",42.1,-73.18,"repo5","L2687",TRUE
"4006",42.1,-85.56,"repo5","L2686",TRUE
"4007",42.1,-71.62,"repo5","L9667",TRUE
"4008",42.11,-70.88,"repo5","L9668",TRUE
"4009",42.11,-86,"repo5","L2694",TRUE
"4010",42.11,-72.77,"repo5","L9543",TRUE
"4011",42.11,-84.44,"repo5","L2695",TRUE
"4012",42.12,-85.8,"repo5","L8964",TRUE
"4013",42.12,-84.31,"repo5","L2700",TRUE
"4014",42.13,-85.82,"repo5","L2708",TRUE
"4015",42.13,-122.03,"repo5","L8965",TRUE
"4016",42.14,-84.82,"repo5","L2712",TRUE
"4017",42.14,-84.82,"repo5","L2712",TRUE
"4018",42.15,-85.05,"repo5","L2720",TRUE
"4019",42.15,-85.59,"repo5","L8966",TRUE
"4020",42.15,-85.49,"repo5","L2722",TRUE
"4021",42.15,-72.01,"repo5","L9666",TRUE
"4022",42.15,-84.65,"repo5","L2724",TRUE
"4023",42.16,-84.98,"repo5","L2725",TRUE
"4024",42.16,-85.63,"repo5","L2731",TRUE
"4025",42.16,-85.75,"repo5","L2730",TRUE
"4026",42.16,-85.57,"repo5","L8966",TRUE
"4027",42.17,-85.55,"repo5","L2741",TRUE
"4028",42.17,-85.97,"repo5","L2736",TRUE
"4029",42.18,-72.4,"repo5","L2744",TRUE
"4030",42.18,-85.12,"repo5","L8967",TRUE
"4031",42.18,-84.55,"repo5","L8968",TRUE
"4032",42.19,-85.57,"repo5","L2747",TRUE
"4033",42.19,-84.4,"repo5","L8969",TRUE
"4034",42.19,-85.53,"repo5","L2754",TRUE
"4035",42.19,-86.1,"repo5","L8970",TRUE
"4036",42.2,-85.95,"repo5","L2752",TRUE
"4037",42.2,-86,"repo5","L2758",TRUE
"4038",42.2,-85.99,"repo5","L2759",TRUE
"4039",42.21,-86.28,"repo5","L8971",TRUE
"4040",42.21,-84.32,"repo5","L8972",TRUE
"4041",42.21,-83.57,"repo5","L2763",TRUE
"4042",42.21,-71.7,"repo5","L8973",TRUE
"4043",42.21,-86.1,"repo5","L2766",TRUE
"4044",42.21,-72.61,"repo5","L9664",TRUE
"4045",42.21,-86.26,"repo5","L8971",TRUE
"4046",42.21,-83.46,"repo5","L2764",TRUE
"4047",42.21,-83.44,"repo5","L2764",TRUE
"4048",42.22,-83.46,"repo5","L2764",TRUE
"4049",42.22,-83.58,"repo5","L2763",TRUE
"4050",42.22,-85.72,"repo5","L2767",TRUE
"4051",42.22,-83.6,"repo5","L2763",TRUE
"4052",42.23,-84.94,"repo5","L2770",TRUE
"4053",42.23,-85.88,"repo5","L8974",TRUE
"4054",42.23,-85.89,"repo5","L8975",TRUE
"4055",42.23,-73.11,"repo5","L9663",TRUE
"4056",42.24,-71.29,"repo5","L9665",TRUE
"4057",42.24,-121.81,"repo5","L8976",TRUE
"4058",42.24,-86.21,"repo5","L2775",TRUE
"4059",42.24,-108.43,"repo5","L8977",TRUE
"4060",42.26,-86.18,"repo5","L2780",TRUE
"4061",42.26,-85.35,"repo5","L2786",TRUE
"4062",42.26,-71.64,"repo5","L2790",TRUE
"4063",42.26,-85.35,"repo5","L2786",TRUE
"4064",42.26,-84.31,"repo5","L2789",TRUE
"4065",42.27,-84.22,"repo5","L8978",TRUE
"4066",42.27,-72.88,"repo5","L8979",TRUE
"4067",42.27,-108.46,"repo5","L8980",TRUE
"4068",42.27,-72.47,"repo5","L8981",TRUE
"4069",42.28,-85.47,"repo5","L2799",TRUE
"4070",42.28,-73.2,"repo5","L8982",TRUE
"4071",42.28,-85.49,"repo5","L2799",TRUE
"4072",42.28,-85.21,"repo5","L2803",TRUE
"4073",42.29,-85.21,"repo5","L2803",TRUE
"4074",42.29,-85.94,"repo5","L8983",TRUE
"4075",42.29,-85.2,"repo5","L2803",TRUE
"4076",42.29,-121.92,"repo5","L8984",TRUE
"4077",42.3,-71.33,"repo5","L9662",TRUE
"4078",42.3,-121.91,"repo5","L8985",TRUE
"4079",42.3,-84.81,"repo5","L2814",TRUE
"4080",42.31,-121.89,"repo5","L8986",TRUE
"4081",42.31,-121.86,"repo5","L8976",TRUE
"4082",42.31,-85.36,"repo5","L2819",TRUE
"4083",42.32,-84.08,"repo5","L8987",TRUE
"4084",42.32,-86,"repo5","L2825",TRUE
"4085",42.32,-85.81,"repo5","L8988",TRUE
"4086",42.33,-84.09,"repo5","L2831",TRUE
"4087",42.33,-71.4,"repo5","L9542",TRUE
"4088",42.33,-121.92,"repo5","L8976",TRUE
"4089",42.33,-85.32,"repo5","L2830",TRUE
"4090",42.33,-84.11,"repo5","L2826",TRUE
"4091",42.33,-86,"repo5","L2832",TRUE
"4092",42.33,-84.23,"repo5","L8989",TRUE
"4093",42.34,-84.23,"repo5","L8989",TRUE
"4094",42.34,-83.97,"repo5","L2836",TRUE
"4095",42.34,-73.37,"repo5","L9541",TRUE
"4096",42.34,-84.11,"repo5","L2839",TRUE
"4097",42.34,-121.86,"repo5","L8976",TRUE
"4098",42.35,-84.8,"repo5","L2841",TRUE
"4099",42.35,-85.85,"repo5","L8990",TRUE
"4100",42.35,-84.13,"repo5","L8991",TRUE
"4101",42.35,-71.49,"repo5","L9659",TRUE
"4102",42.35,-86.01,"repo5","L2844",TRUE
"4103",42.35,-85.38,"repo5","L2846",TRUE
"4104",42.35,-84.11,"repo5","L2849",TRUE
"4105",42.35,-73.24,"repo5","L2847",TRUE
"4106",42.36,-84.99,"repo5","L2852",TRUE
"4107",42.37,-83.41,"repo5","L8992",TRUE
"4108",42.37,-84.07,"repo5","L2854",TRUE
"4109",42.38,-71.24,"repo5","L9660",TRUE
"4110",42.38,-86.05,"repo5","L2859",TRUE
"4111",42.38,-86.02,"repo5","L2860",TRUE
"4112",42.38,-85.4,"repo5","L2872",TRUE
"4113",42.38,-121.93,"repo5","L8976",TRUE
"4114",42.39,-76.87,"repo5","L3049",TRUE
"4115",42.39,-121.87,"repo5","L8976",TRUE
"4116",42.39,-84.78,"repo5","L2862",TRUE
"4117",42.39,-72.08,"repo5","L9661",TRUE
"4118",42.39,-71.59,"repo5","L9658",TRUE
"4119",42.39,-84.01,"repo5","L2866",TRUE
"4120",42.39,-84.35,"repo5","L8993",TRUE
"4121",42.4,-86.01,"repo5","L2868",TRUE
"4122",42.4,-85.41,"repo5","L2872",TRUE
"4123",42.4,-84.07,"repo5","L2871",TRUE
"4124",42.4,-85.92,"repo5","L2873",TRUE
"4125",42.4,-88.34,"repo5","L8994",TRUE
"4126",42.41,-85.73,"repo5","L2877",TRUE
"4127",42.41,-85.22,"repo5","L8995",TRUE
"4128",42.41,-85.82,"repo5","L2878",TRUE
"4129",42.41,-121.96,"repo5","L8976",TRUE
"4130",42.42,-84.07,"repo5","L2882",TRUE
"4131",42.42,-121.97,"repo5","L8976",TRUE
"4132",42.42,-85.43,"repo5","L2872",TRUE
"4133",42.42,-121.97,"repo5","L8976",TRUE
"4134",42.42,-122.02,"repo5","L8976",TRUE
"4135",42.42,-84.01,"repo5","L8996",TRUE
"4136",42.42,-84.04,"repo5","L8996",TRUE
"4137",42.42,-83.92,"repo5","L8997",TRUE
"4138",42.43,-85.86,"repo5","L2890",TRUE
"4139",42.43,-85.93,"repo5","L2887",TRUE
"4140",42.43,-71.47,"repo5","L9657",TRUE
"4141",42.43,-76.87,"repo5","L3049",TRUE
"4142",42.43,-83.89,"repo5","L8998",TRUE
"4143",42.43,-83.99,"repo5","L8999",TRUE
"4144",42.43,-85.91,"repo5","L2893",TRUE
"4145",42.43,-121.96,"repo5","L8976",TRUE
"4146",42.44,-71.15,"repo5","L2895",TRUE
"4147",42.43,-121.99,"repo5","L8976",TRUE
"4148",42.44,-83.75,"repo5","L2896",TRUE
"4149",42.44,-84.78,"repo5","L9000",TRUE
"4150",42.44,-86.04,"repo5","L2898",TRUE
"4151",42.44,-122.01,"repo5","L8976",TRUE
"4152",42.44,-85.29,"repo5","L2899",TRUE
"4153",42.45,-122.01,"repo5","L8976",TRUE
"4154",42.45,-122.06,"repo5","L8976",TRUE
"4155",42.46,-121.95,"repo5","L8976",TRUE
"4156",42.46,-121.99,"repo5","L8976",TRUE
"4157",42.46,-114.17,"repo5","L9001",TRUE
"4158",42.46,-114.13,"repo5","L9001",TRUE
"4159",42.46,-85.96,"repo5","L2915",TRUE
"4160",42.47,-122.03,"repo5","L8976",TRUE
"4161",42.48,-72.1,"repo5","L9656",TRUE
"4162",42.48,-85.24,"repo5","L2921",TRUE
"4163",42.48,-122.05,"repo5","L8976",TRUE
"4164",42.48,-85.25,"repo5","L2929",TRUE
"4165",42.49,-86.08,"repo5","L2930",TRUE
"4166",42.49,-76.91,"repo5","L3049",TRUE
"4167",42.49,-85.43,"repo5","L2932",TRUE
"4168",42.49,-71.6,"repo5","L9002",TRUE
"4169",42.49,-85.52,"repo5","L2934",TRUE
"4170",42.5,-76.89,"repo5","L3049",TRUE
"4171",42.5,-85.52,"repo5","L2934",TRUE
"4172",42.5,-83.84,"repo5","L9003",TRUE
"4173",42.51,-88.08,"repo5","L2941",TRUE
"4174",42.51,-85.27,"repo5","L2943",TRUE
"4175",42.51,-83.84,"repo5","L2944",TRUE
"4176",42.51,-88.26,"repo5","L2940",TRUE
"4177",42.52,-121.99,"repo5","L8976",TRUE
"4178",42.52,-88.25,"repo5","L9004",TRUE
"4179",42.53,-83.67,"repo5","L9005",TRUE
"4180",42.53,-88.31,"repo5","L9006",TRUE
"4181",42.53,-88.3,"repo5","L9007",TRUE
"4182",42.53,-83.86,"repo5","L2962",TRUE
"4183",42.54,-85.39,"repo5","L9008",TRUE
"4184",42.55,-88.3,"repo5","L2966",TRUE
"4185",42.55,-83.84,"repo5","L2962",TRUE
"4186",42.55,-72.94,"repo5","L9655",TRUE
"4187",42.55,-85.38,"repo5","L2974",TRUE
"4188",42.55,-85.98,"repo5","L2968",TRUE
"4189",42.55,-83.78,"repo5","L2976",TRUE
"4190",42.55,-83.49,"repo5","L2975",TRUE
"4191",42.56,-85.5,"repo5","L2972",TRUE
"4192",42.56,-88.54,"repo5","L2982",TRUE
"4193",42.56,-88.1,"repo5","L9009",TRUE
"4194",42.56,-85.69,"repo5","L2977",TRUE
"4195",42.56,-85.95,"repo5","L9010",TRUE
"4196",42.57,-88.5,"repo5","L2982",TRUE
"4197",42.57,-83.52,"repo5","L9011",TRUE
"4198",42.57,-85.8,"repo5","L2985",TRUE
"4199",42.57,-71.03,"repo5","L9654",TRUE
"4200",42.57,-88.53,"repo5","L2982",TRUE
"4201",42.57,-88.46,"repo5","L2982",TRUE
"4202",42.58,-83.43,"repo5","L9012",TRUE
"4203",42.58,-83.85,"repo5","L2989",TRUE
"4204",42.58,-88.44,"repo5","L2982",TRUE
"4205",42.58,-85.51,"repo5","L3004",TRUE
"4206",42.58,-83.37,"repo5","L2991",TRUE
"4207",42.59,-86.14,"repo5","L2988",TRUE
"4208",42.59,-88.63,"repo5","L3000",TRUE
"4209",42.59,-76.92,"repo5","L3049",TRUE
"4210",42.6,-72.22,"repo5","L9652",TRUE
"4211",42.6,-88.61,"repo5","L3000",TRUE
"4212",42.6,-83.39,"repo5","L3009",TRUE
"4213",42.6,-83.42,"repo5","L3007",TRUE
"4214",42.6,-83.44,"repo5","L3007",TRUE
"4215",42.6,-83.37,"repo5","L3009",TRUE
"4216",42.61,-85.63,"repo5","L3010",TRUE
"4217",42.61,-83.43,"repo5","L3007",TRUE
"4218",42.61,-83.46,"repo5","L9013",TRUE
"4219",42.61,-83.36,"repo5","L3009",TRUE
"4220",42.61,-76.88,"repo5","L3049",TRUE
"4221",42.61,-83.92,"repo5","L3011",TRUE
"4222",42.61,-85.62,"repo5","L3010",TRUE
"4223",42.62,-88.6,"repo5","L3000",TRUE
"4224",42.62,-83.34,"repo5","L9014",TRUE
"4225",42.62,-72.75,"repo5","L9650",TRUE
"4226",42.62,-71.16,"repo5","L9653",TRUE
"4227",42.62,-83.36,"repo5","L3009",TRUE
"4228",42.62,-85.46,"repo5","L3018",TRUE
"4229",42.62,-85.5,"repo5","L3019",TRUE
"4230",42.63,-83.61,"repo5","L3021",TRUE
"4231",42.63,-85.19,"repo5","L3014",TRUE
"4232",42.63,-83.47,"repo5","L3025",TRUE
"4233",42.64,-83.38,"repo5","L3029",TRUE
"4234",42.64,-85.51,"repo5","L9015",TRUE
"4235",42.65,-83.39,"repo5","L3029",TRUE
"4236",42.65,-72.22,"repo5","L3031",TRUE
"4237",42.65,-86.2,"repo5","L9016",TRUE
"4238",42.65,-85.51,"repo5","L3034",TRUE
"4239",42.65,-71.68,"repo5","L9017",TRUE
"4240",42.66,-83.57,"repo5","L3040",TRUE
"4241",42.67,-83.45,"repo5","L9018",TRUE
"4242",42.67,-71.64,"repo5","L9019",TRUE
"4243",42.67,-85.31,"repo5","L3041",TRUE
"4244",42.68,-70.84,"repo5","L9651",TRUE
"4245",42.68,-83.57,"repo5","L3040",TRUE
"4246",42.68,-83.36,"repo5","L3046",TRUE
"4247",42.68,-76.88,"repo5","L3049",TRUE
"4248",42.69,-85.29,"repo5","L3047",TRUE
"4249",42.69,-76.95,"repo5","L3049",TRUE
"4250",42.69,-83.43,"repo5","L9020",TRUE
"4251",42.69,-83.32,"repo5","L9021",TRUE
"4252",42.69,-85.28,"repo5","L3047",TRUE
"4253",42.69,-83.42,"repo5","L9020",TRUE
"4254",42.7,-85.27,"repo5","L3052",TRUE
"4255",42.7,-83.36,"repo5","L3054",TRUE
"4256",42.7,-88.12,"repo5","L3055",TRUE
"4257",42.72,-83.09,"repo5","L3062",TRUE
"4258",42.72,-83.53,"repo5","L9022",TRUE
"4259",42.72,-83.68,"repo5","L3060",TRUE
"4260",42.72,-83.52,"repo5","L9022",TRUE
"4261",42.73,-83.43,"repo5","L3068",TRUE
"4262",42.74,-72.93,"repo5","L9023",TRUE
"4263",42.75,-76.92,"repo5","L3049",TRUE
"4264",42.75,-85.53,"repo5","L9024",TRUE
"4265",42.75,-85.6,"repo5","L3077",TRUE
"4266",42.75,-88.71,"repo5","L9025",TRUE
"4267",42.75,-84.4,"repo5","L3080",TRUE
"4268",42.75,-85.58,"repo5","L3077",TRUE
"4269",42.76,-88.7,"repo5","L9025",TRUE
"4270",42.76,-84.4,"repo5","L3080",TRUE
"4271",42.76,-84.4,"repo5","L3080",TRUE
"4272",42.76,-76.97,"repo5","L3049",TRUE
"4273",42.76,-76.27,"repo5","L3134",TRUE
"4274",42.77,-88.57,"repo5","L3088",TRUE
"4275",41.77,-70.67,"repo5","L9687",TRUE
"4276",42.77,-76.27,"repo5","L3134",TRUE
"4277",42.77,-93.24,"repo5","L3087",TRUE
"4278",42.77,-85.14,"repo5","L3082",TRUE
"4279",42.77,-88.21,"repo5","L3098",TRUE
"4280",42.77,-76.47,"repo5","L3140",TRUE
"4281",42.77,-88.57,"repo5","L3088",TRUE
"4282",42.77,-88.68,"repo5","L9025",TRUE
"4283",42.77,-88.7,"repo5","L9026",TRUE
"4284",42.78,-86.18,"repo5","L9027",TRUE
"4285",42.78,-88.57,"repo5","L3088",TRUE
"4286",42.78,-83.25,"repo5","L3092",TRUE
"4287",42.78,-88.57,"repo5","L3088",TRUE
"4288",42.78,-83.26,"repo5","L3092",TRUE
