uniqueID,LakeVolume,SurfaceArea.units,SurfaceArea.value,Depth.mean,Depth.max,Secchi,pH,LakeName,LakeCountry
V100008623,,km2,0.6925,6.7056,17.0688,,,LagosID5041,USA
V100008624,,km2,0.464,,1.524,,,LagosID50425,USA
V100008625,,km2,0.2874,,1.5,,,LagosID50426,USA
V100008626,,km2,1.0635,,1,,,LagosID50432,USA
V100008627,,km2,0.5369,9.4488,18.8976,,,LagosID5044,USA
V100008628,,km2,14.7856,,2,,,LagosID50449,USA
V100008629,,km2,1.8125,0.6096,2.1336,,,LagosID5047,USA
V100008630,,km2,3.9454,4.2672,7.3152,,,LagosID5048,USA
V100008631,,km2,0.3092,,,,,LagosID50483,USA
V100008632,,km2,0.5011,2.4384,3.6576,,,LagosID5052,USA
V100008633,,km2,2.456,1.2192,3.3528,,,LagosID5053,USA
V100008634,,km2,1.2969,1.524,4.8768,,,LagosID5054,USA
V100008635,,km2,0.4899,,,,,LagosID50579,USA
V100008636,,km2,0.399,2.1336,4.572,,,LagosID5060,USA
V100008637,,km2,1.242,1.8288,6.4008,,,LagosID5062,USA
V100008638,,km2,0.3332,6.7056,16.1544,,,LagosID5063,USA
V100008639,,km2,0.2791,3.9624,9.4488,,,LagosID5064,USA
V100008640,,km2,1.1956,2.4384,6.096,,,LagosID5067,USA
V100008641,,km2,9.579,,2,,,LagosID50697,USA
V100008642,,km2,1.0493,7,20.4,,,LagosID507,USA
V100008643,,km2,0.8382,6.7056,19.812,,,LagosID5071,USA
V100008644,,km2,7.7171,6.4008,17.0688,,,LagosID5072,USA
V100008645,,km2,1.189,,8.8,,,LagosID50743,USA
V100008646,,km2,0.5294,1.2192,1.8288,,,LagosID5075,USA
V100008647,,km2,3.3612,0.9144,32.3088,,,LagosID5076,USA
V100008648,,km2,1.0235,1.524,5.4864,,,LagosID5077,USA
V100008649,,km2,0.3953,2.4384,5.7912,,,LagosID5078,USA
V100008650,,km2,0.7368,2.4384,4.2672,,,LagosID5083,USA
V100008651,,km2,2.0883,3.6576,7.0104,,,LagosID5088,USA
V100008652,,km2,0.1084,,2.3,,,LagosID509,USA
V100008653,,km2,2.6526,5.4864,16.1544,,,LagosID5090,USA
V100008654,,km2,0.7558,3.3528,6.096,,,LagosID5101,USA
V100008655,,km2,13.4221,4.8768,15.24,,,LagosID5108,USA
V100008656,,km2,0.3225,6.096,18.8976,,,LagosID5112,USA
V100008657,,km2,1.0948,3.6576,7.9248,,,LagosID5115,USA
V100008658,,km2,0.1575,1.2192,2.7432,,,LagosID5116,USA
V100008659,,km2,0.091,2.44,5.49,,,LagosID5118,USA
V100008660,,km2,0.1277,0.9144,2.1336,,,LagosID512,USA
V100008661,,km2,9.2406,5.7912,9.4488,,,LagosID5120,USA
V100008662,,km2,0.6272,5.4864,10.3632,,,LagosID5126,USA
V100008663,,km2,1.5968,7.0104,26.5176,,,LagosID5127,USA
V100008664,,km2,0.2542,5.4864,13.716,,,LagosID5130,USA
V100008665,,km2,1.187,8.2296,20.7264,,,LagosID5136,USA
V100008666,,km2,0.9224,2.7432,6.4008,,,LagosID5139,USA
V100008667,,km2,2.5999,1.42,1.83,,,LagosID5143,USA
V100008668,,km2,1.0812,,17,,,LagosID51447,USA
V100008669,,km2,0.2542,,1,,,LagosID51452,USA
V100008670,,km2,1.7058,,23.5,,,LagosID51459,USA
V100008671,,km2,0.2291,3.9624,9.144,,,LagosID5146,USA
V100008672,,km2,0.2379,,2,,,LagosID51461,USA
V100008673,,km2,0.1819,1.524,3.048,,,LagosID5147,USA
V100008674,,km2,2.1098,,4.6,,,LagosID51486,USA
V100008675,,km2,0.6246,,,,,LagosID51489,USA
V100008676,,km2,4.1427,1.524,3.3528,,,LagosID5149,USA
V100008677,,km2,1.5266,5.7912,9.7536,,,LagosID5150,USA
V100008678,,km2,0.4357,4.8768,9.144,,,LagosID5153,USA
V100008679,,km2,1.1263,2.7432,9.7536,,,LagosID5154,USA
V100008680,,km2,0.1349,2.98,6.71,,,LagosID5155,USA
V100008681,,km2,0.3349,2.4384,8.2296,,,LagosID5157,USA
V100008682,,km2,3.1978,2.7,13.4,,,LagosID516,USA
V100008683,,km2,0.0827,4.2672,11.5824,,,LagosID5161,USA
V100008684,,km2,3.0986,1.8288,4.2672,,,LagosID5163,USA
V100008685,,km2,25.9219,1.524,2.1336,,,LagosID5164,USA
V100008686,,km2,0.7376,2.33,7.32,,,LagosID5167,USA
V100008687,,km2,0.0152,3.83,7.32,,,LagosID5168,USA
V100008688,,km2,0.4793,3.9624,5.4864,,,LagosID5169,USA
V100008689,,km2,0.7568,7.3152,14.6304,,,LagosID5176,USA
V100008690,,km2,2.5557,,7.7,,,LagosID51769,USA
V100008691,,km2,0.4823,,,,,LagosID51777,USA
V100008692,,km2,0.172,1.524,5.1816,,,LagosID5179,USA
V100008693,,km2,8.3763,4.6,18.3,,,LagosID518,USA
V100008694,,km2,1.1883,,15.5,,,LagosID51809,USA
V100008695,,km2,0.3451,3.3528,6.7056,,,LagosID5181,USA
V100008696,,km2,0.4684,1.524,2.7432,,,LagosID5182,USA
V100008697,,km2,1.0514,1.44,1.83,,,LagosID5183,USA
V100008698,,km2,0.6645,1.5,2.7,,,LagosID5186,USA
V100008699,,km2,0.7638,,12.9,,,LagosID51869,USA
V100008700,,km2,5.1522,1.524,4.2672,,,LagosID5187,USA
V100008701,,km2,2.7635,,5.2,,,LagosID519,USA
V100008702,,km2,0.4531,4.8768,12.8016,,,LagosID5191,USA
V100008703,,km2,5.9565,3.6576,16.4592,,,LagosID5194,USA
V100008704,,km2,0.4355,4.8768,10.9728,,,LagosID5195,USA
V100008705,,km2,0.0751,6.4008,11.5824,,,LagosID5197,USA
V100008706,,km2,0.5677,2.4384,6.096,,,LagosID5198,USA
V100008707,,km2,0.3054,1.585,3.6576,,,LagosID52,USA
V100008708,,km2,0.0434,,3,,,LagosID52000,USA
V100008709,,km2,8.8244,1.524,2.4384,,,LagosID5204,USA
V100008710,,km2,0.9901,5.1816,7.3152,,,LagosID5205,USA
V100008711,,km2,0.6892,3.9624,8.5344,,,LagosID5206,USA
V100008712,,km2,0.5966,1.8288,3.3528,,,LagosID5207,USA
V100008713,,km2,0.8927,0.9144,2.7432,,,LagosID5208,USA
V100008714,,km2,0.0498,10.7,14.6,,,LagosID521,USA
V100008715,,km2,0.2179,0.3048,14.0208,,,LagosID5210,USA
V100008716,,km2,0.5829,,4.1,,,LagosID52146,USA
V100008717,,km2,2.4378,3.3528,5.4864,,,LagosID5219,USA
V100008718,,km2,0.0708,,2.7,,,LagosID522,USA
V100008719,,km2,0.8392,4.572,9.144,,,LagosID5220,USA
V100008720,,km2,0.459,1.2192,3.6576,,,LagosID5223,USA
V100008721,,km2,0.4457,,,,,LagosID52236,USA
V100008722,,km2,3.1757,6.7056,12.4968,,,LagosID5224,USA
V100008723,,km2,1.762,3.9624,10.668,,,LagosID5227,USA
V100008724,,km2,0.5327,4.2672,16.764,,,LagosID5228,USA
V100008725,,km2,0.5728,,10.668,,,LagosID523,USA
V100008726,,km2,0.2194,3.3528,10.668,,,LagosID5232,USA
V100008727,,km2,0.1532,2.75,6.71,,,LagosID5233,USA
V100008728,,km2,0.5319,2.4384,4.572,,,LagosID5236,USA
V100008729,,km2,0.808,7.3152,18.8976,,,LagosID5240,USA
V100008730,,km2,0.5317,1.3,1.83,,,LagosID5241,USA
V100008731,,km2,0.4685,1.524,3.6576,,,LagosID5244,USA
V100008732,,km2,0.1069,,,,,LagosID52484,USA
V100008733,,km2,1.0246,,,,,LagosID52486,USA
V100008734,,km2,0.7307,1.8288,3.6576,,,LagosID5249,USA
V100008735,,km2,0.8613,,,,,LagosID52517,USA
V100008736,,km2,0.5707,,,,,LagosID52527,USA
V100008737,,km2,0.1524,2.4384,6.7056,,,LagosID5253,USA
V100008738,,km2,0.0157,,,,,LagosID52531,USA
V100008739,,km2,0.3969,2.4384,12.192,,,LagosID5257,USA
V100008740,,km2,0.8898,,3,,,LagosID52571,USA
V100008741,,km2,0.266,,,,,LagosID52595,USA
V100008742,,km2,1.1004,8.8392,30.48,,,LagosID5261,USA
V100008743,,km2,0.7745,1.524,5.1816,,,LagosID5262,USA
V100008744,,km2,0.4494,,,,,LagosID52621,USA
V100008745,,km2,1.6142,1.8288,7.0104,,,LagosID5265,USA
V100008746,,km2,0.2185,1.2192,1.8288,,,LagosID5266,USA
V100008747,,km2,0.387,8.2296,20.7264,,,LagosID5269,USA
V100008748,,km2,3.514,5.4864,9.7536,,,LagosID5270,USA
V100008749,,km2,0.3114,6.4008,11.2776,,,LagosID5272,USA
V100008750,,km2,0.8678,,7.4,,,LagosID52808,USA
V100008751,,km2,0.5309,3.9624,12.8016,,,LagosID5281,USA
V100008752,,km2,0.4675,2.4384,3.6576,,,LagosID5283,USA
V100008753,,km2,1.0895,,1.8288,,,LagosID52842,USA
V100008754,,km2,0.2357,2.4384,5.7912,,,LagosID5285,USA
V100008755,,km2,1.6988,5.4864,13.4112,,,LagosID5286,USA
V100008756,,km2,0.3528,,18.99,,,LagosID52867,USA
V100008757,,km2,4.6711,3.3528,13.716,,,LagosID5287,USA
V100008758,,km2,0.8896,,26.8224,,,LagosID52871,USA
V100008759,,km2,2.2252,7.3152,13.1064,,,LagosID5288,USA
V100008760,,km2,0.2776,,18.288,,,LagosID52888,USA
V100008761,,km2,0.0502,3.03,7.32,,,LagosID5290,USA
V100008762,,km2,0.6798,1.524,2.1336,,,LagosID5292,USA
V100008763,,km2,4.4082,6.096,30.7848,,,LagosID5293,USA
V100008764,,km2,3.0602,4.2672,9.4488,,,LagosID5294,USA
V100008765,,km2,0.6184,4.2672,7.0104,,,LagosID5295,USA
V100008766,,km2,0.7449,3.048,8.2296,,,LagosID5298,USA
V100008767,,km2,1.0027,9.144,24.384,,,LagosID53,USA
V100008768,,km2,3.3498,,18.5928,,,LagosID530,USA
V100008769,,km2,1.4436,1.8288,5.4864,,,LagosID5300,USA
V100008770,,km2,0.4323,2.4384,6.4008,,,LagosID5303,USA
V100008771,,km2,0.217,1.2192,3.9624,,,LagosID5304,USA
V100008772,,km2,6.7626,,15.24,,,LagosID531,USA
V100008773,,km2,14.1055,11.2776,26.2128,,,LagosID5311,USA
V100008774,,km2,0.5477,2.7432,9.144,,,LagosID5312,USA
V100008775,,km2,0.7914,1.8288,4.572,,,LagosID5315,USA
V100008776,,km2,0.7455,2.4384,8.2296,,,LagosID5319,USA
V100008777,,km2,0.3195,,9.8,,,LagosID532,USA
V100008778,,km2,0.8235,2.4384,4.572,,,LagosID5322,USA
V100008779,,km2,2.4462,1.8288,5.4864,,,LagosID5328,USA
V100008780,,km2,0.7328,,,,,LagosID53306,USA
V100008781,,km2,0.1078,4.572,12.4968,,,LagosID5331,USA
V100008782,,km2,0.8792,2.4384,10.668,,,LagosID5332,USA
V100008783,,km2,1.0257,1.524,3.048,,,LagosID5333,USA
V100008784,,km2,0.0829,1.83,3.66,,,LagosID5336,USA
V100008785,,km2,0.245,,,,,LagosID53374,USA
V100008786,,km2,0.1017,4.8768,13.4112,,,LagosID5338,USA
V100008787,,km2,1.4738,7.3152,22.2504,,,LagosID5339,USA
V100008788,,km2,0.7124,1.2192,1.8288,,,LagosID5340,USA
V100008789,,km2,0.5471,1.8288,2.7432,,,LagosID5348,USA
V100008790,,km2,2.9147,3.048,7.62,,,LagosID5349,USA
V100008791,,km2,2.2169,3.9624,7.62,,,LagosID5353,USA
V100008792,,km2,0.1251,,1.83,,,LagosID53552,USA
V100008793,,km2,1.4581,,19.8,,,LagosID53561,USA
V100008794,,km2,0.5632,,,,,LagosID53567,USA
V100008795,,km2,0.0751,,,,,LagosID53585,USA
V100008796,,km2,0.6631,,1.83,,,LagosID53586,USA
V100008797,,km2,0.2419,,7.3,,,LagosID53588,USA
V100008798,,km2,3.303,,8.8,,,LagosID53589,USA
V100008799,,km2,0.424,1.2192,3.3528,,,LagosID5359,USA
V100008800,,km2,9.78,,7.6,,,LagosID536,USA
V100008801,,km2,1.896,2.1336,5.4864,,,LagosID5360,USA
V100008802,,km2,1.4698,,17.1,,,LagosID53606,USA
V100008803,,km2,0.7701,7.0104,16.764,,,LagosID5362,USA
V100008804,,km2,0.588,,,,,LagosID53620,USA
V100008805,,km2,1.1782,,,,,LagosID53651,USA
V100008806,,km2,1.1869,3.6576,11.5824,,,LagosID5368,USA
V100008807,,km2,2.1882,3.3528,9.7536,,,LagosID5369,USA
V100008808,,km2,2.0672,,10.4,,,LagosID537,USA
V100008809,,km2,1.8939,8.8392,18.288,,,LagosID5370,USA
V100008810,,km2,0.0192,1.9202,4.572,,,LagosID5375,USA
V100008811,,km2,0.6911,1.2192,1.524,,,LagosID5378,USA
V100008812,,km2,0.593,6.096,17.3736,,,LagosID5382,USA
V100008813,,km2,0.4442,2.1336,3.9624,,,LagosID5388,USA
V100008814,,km2,0.1964,,,,,LagosID53888,USA
V100008815,,km2,5.7375,3.048,18.5928,,,LagosID5389,USA
V100008816,,km2,0.3247,,1.8,,,LagosID539,USA
V100008817,,km2,0.0904,3.6576,8.5344,,,LagosID5390,USA
V100008818,,km2,0.2279,,,,,LagosID53919,USA
V100008819,,km2,0.6404,4.2672,9.4488,,,LagosID5392,USA
V100008820,,km2,0.3997,2.7432,5.4864,,,LagosID5393,USA
V100008821,,km2,0.058,1.96,3.66,,,LagosID5396,USA
V100008822,,km2,0.4717,5.1816,11.8872,,,LagosID54,USA
V100008823,,km2,0.3195,,10.4,,,LagosID540,USA
V100008824,,km2,1.9077,4.2672,19.812,,,LagosID5403,USA
V100008825,,km2,0.4259,,29.6,,,LagosID541,USA
V100008826,,km2,0.4441,1.8288,9.7536,,,LagosID5410,USA
V100008827,,km2,0.5076,2.1336,8.2296,,,LagosID5411,USA
V100008828,,km2,0.9656,1.524,4.572,,,LagosID5412,USA
V100008829,,km2,25.9976,4.8768,14.0208,,,LagosID5416,USA
V100008830,,km2,0.68,3.3528,10.9728,,,LagosID5417,USA
V100008831,,km2,22.3184,,34.4,,,LagosID542,USA
V100008832,,km2,12.5759,2.31,4.27,,,LagosID5421,USA
V100008833,,km2,0.8568,3.3528,7.0104,,,LagosID5423,USA
V100008834,,km2,0.4895,3.9624,11.2776,,,LagosID5425,USA
V100008835,,km2,1.3335,3.048,9.144,,,LagosID5428,USA
V100008836,,km2,0.3217,5.1816,10.0584,,,LagosID5432,USA
V100008837,,km2,0.8634,1.2192,2.4384,,,LagosID5434,USA
V100008838,,km2,0.1658,1.524,9.144,,,LagosID5438,USA
V100008839,,km2,1.1417,1.524,3.3528,,,LagosID5439,USA
V100008840,,km2,7.1806,,7,,,LagosID544,USA
V100008841,,km2,0.7327,3.3528,7.3152,,,LagosID5440,USA
V100008842,,km2,0.4841,3.3528,4.8768,,,LagosID5441,USA
V100008843,,km2,0.5703,1.524,2.4384,,,LagosID5442,USA
V100008844,,km2,0.3504,2.4384,4.8768,,,LagosID5443,USA
V100008845,,km2,0.58,4.572,8.5344,,,LagosID5449,USA
V100008846,,km2,0.2814,3.9624,12.192,,,LagosID5450,USA
V100008847,,km2,1.3222,2.7432,6.7056,,,LagosID5451,USA
V100008848,,km2,2.0985,5.7912,13.1064,,,LagosID5453,USA
V100008849,,km2,0.7049,2.1336,3.6576,,,LagosID5454,USA
V100008850,,km2,1.5341,0.9144,2.7432,,,LagosID5455,USA
V100008851,,km2,0.6981,6.096,12.4968,,,LagosID5456,USA
V100008852,,km2,1.4995,2.1336,4.572,,,LagosID5457,USA
V100008853,,km2,0.0298,1.524,2.4384,,,LagosID5459,USA
V100008854,,km2,2.1235,,46.6,,,LagosID546,USA
V100008855,,km2,0.3617,,,,,LagosID54607,USA
V100008856,,km2,0.1531,,12.192,,,LagosID54611,USA
V100008857,,km2,1.1094,,10.0584,,,LagosID54632,USA
V100008858,,km2,0.3104,2.4384,6.096,,,LagosID5464,USA
V100008859,,km2,0.2338,3.3528,5.4864,,,LagosID5465,USA
V100008860,,km2,1.7024,,4.6,,,LagosID54660,USA
V100008861,,km2,0.3648,,6.7056,,,LagosID547,USA
V100008862,,km2,1.1716,3.6576,10.3632,,,LagosID5471,USA
V100008863,,km2,0.0932,,,,,LagosID54712,USA
V100008864,,km2,0.6874,2.1336,4.8768,,,LagosID5472,USA
V100008865,,km2,1.6156,,2,,,LagosID54729,USA
V100008866,,km2,2.0372,4.2672,15.5448,,,LagosID5473,USA
V100008867,,km2,0.8757,7.62,17.6784,,,LagosID5474,USA
V100008868,,km2,0.5079,5.1816,12.192,,,LagosID5475,USA
V100008869,,km2,0.6617,4.2672,15.8496,,,LagosID5476,USA
V100008870,,km2,2.436,3.3528,13.1064,,,LagosID5479,USA
V100008871,,km2,0.1572,,6.4008,,,LagosID548,USA
V100008872,,km2,2.1615,7.3152,17.3736,,,LagosID5481,USA
V100008873,,km2,0.1198,1.524,2.7432,,,LagosID5483,USA
V100008874,,km2,0.3596,2.4384,5.4864,,,LagosID5488,USA
V100008875,,km2,4.335,5.4864,12.4968,,,LagosID5489,USA
V100008876,,km2,0.4566,,1.22,,,LagosID54929,USA
V100008877,,km2,0.7397,7.9248,16.1544,,,LagosID5493,USA
V100008878,,km2,0.3745,2.7432,6.4008,,,LagosID5495,USA
V100008879,,km2,0.1108,3.08,7.32,,,LagosID5496,USA
V100008880,,km2,0.166,1.3106,2.7432,,,LagosID5498,USA
V100008881,,km2,0.1285,4.3891,9.7536,,,LagosID5499,USA
V100008882,,km2,0.0737,2.0726,4.8768,,,LagosID55,USA
V100008883,,km2,0.0833,3.1,6.71,,,LagosID5500,USA
V100008884,,km2,0.6395,,19.7,,,LagosID55007,USA
V100008885,,km2,0.8728,3.048,4.572,,,LagosID5502,USA
V100008886,,km2,0.3254,3.3528,5.1816,,,LagosID5505,USA
V100008887,,km2,1.3054,10.0584,25.2984,,,LagosID5509,USA
V100008888,,km2,1.5276,2.4384,3.3528,,,LagosID5510,USA
V100008889,,km2,0.8496,6.7056,12.8016,,,LagosID5511,USA
V100008890,,km2,1.1794,3.3528,6.7056,,,LagosID5512,USA
V100008891,,km2,25.1731,2.7432,12.8016,,,LagosID5514,USA
V100008892,,km2,0.5133,3.048,10.668,,,LagosID5517,USA
V100008893,,km2,0.1701,1.524,3.3528,,,LagosID5518,USA
V100008894,,km2,0.4262,1.524,6.7056,,,LagosID5520,USA
V100008895,,km2,0.5457,7.0104,26.8224,,,LagosID5521,USA
V100008896,,km2,0.4615,2.4384,6.4008,,,LagosID5524,USA
V100008897,,km2,0.2014,4.8768,15.24,,,LagosID5531,USA
V100008898,,km2,3.023,10.0584,21.6408,,,LagosID5534,USA
V100008899,,km2,0.763,1.524,6.4008,,,LagosID5537,USA
V100008900,,km2,9.8904,3.048,15.5448,,,LagosID5543,USA
V100008901,,km2,2.9664,1.36,2.44,,,LagosID5550,USA
V100008902,,km2,0.2746,,,,,LagosID55513,USA
V100008903,,km2,0.1643,,,,,LagosID55538,USA
V100008904,,km2,1.5052,,10.7,,,LagosID55548,USA
V100008905,,km2,0.693,2.1336,3.048,,,LagosID5555,USA
V100008906,,km2,0.7195,,6.7056,,,LagosID55551,USA
V100008907,,km2,0.1506,,12.8,,,LagosID55584,USA
V100008908,,km2,0.7815,,5.4864,,,LagosID55609,USA
V100008909,,km2,3.182,4.2672,14.6304,,,LagosID5561,USA
V100008910,,km2,0.6664,,,,,LagosID55611,USA
V100008911,,km2,0.0714,,4,,,LagosID55617,USA
V100008912,,km2,0.2926,,,,,LagosID55621,USA
V100008913,,km2,1.586,,,,,LagosID55624,USA
V100008914,,km2,0.9995,5.7912,11.2776,,,LagosID5564,USA
V100008915,,km2,0.1465,2.4384,6.7056,,,LagosID5565,USA
V100008916,,km2,5.4134,1.524,3.3528,,,LagosID5568,USA
V100008917,,km2,0.9574,11.7,26.8,,,LagosID557,USA
V100008918,,km2,0.742,2.7432,13.1064,,,LagosID5571,USA
V100008919,,km2,0.2203,2.99,8.84,,,LagosID5575,USA
V100008920,,km2,0.3304,,10.8,,,LagosID55761,USA
V100008921,,km2,2.4857,9.4488,19.2024,,,LagosID5579,USA
V100008922,,km2,0.5841,,6.4008,,,LagosID5582,USA
V100008923,,km2,0.6015,3.7,9.8,,,LagosID5584,USA
V100008924,,km2,2.1961,7.6,24.4,,,LagosID5585,USA
V100008925,,km2,17.819,,11.5824,,,LagosID5586,USA
V100008926,,km2,2.4794,,11.8872,,,LagosID5587,USA
V100008927,,km2,31.129,,21.6,,,LagosID5588,USA
V100008928,,km2,1.2543,,7,,,LagosID55898,USA
V100008929,,km2,1.3818,,7,,,LagosID55904,USA
V100008930,,km2,0.3109,,9.1,,,LagosID55934,USA
V100008931,,km2,0.1113,,8,,,LagosID55958,USA
V100008932,,km2,0.8957,1.8288,6.096,,,LagosID56,USA
V100008933,,km2,0.0708,,8.3,,,LagosID56019,USA
V100008934,,km2,2.9069,,9.1,,,LagosID562,USA
V100008935,,km2,0.1734,,,,,LagosID56235,USA
V100008936,,km2,0.0136,,8.5,,,LagosID563,USA
V100008937,,km2,0.8656,,6.7056,,,LagosID564,USA
V100008938,,km2,0.7675,,12.8,,,LagosID565,USA
V100008939,,km2,0.383,,6.096,,,LagosID56613,USA
V100008940,,km2,2.5399,,,,,LagosID56619,USA
V100008941,,km2,0.1486,,,,,LagosID56629,USA
V100008942,,km2,0.4426,,12.2,,,LagosID56631,USA
V100008943,,km2,0.6847,,6.7,,,LagosID56645,USA
V100008944,,km2,1.1045,,4,,,LagosID56670,USA
V100008945,,km2,1.5095,,26.8224,,,LagosID56673,USA
V100008946,,km2,0.0366,,2,,,LagosID56682,USA
V100008947,,km2,1.5815,,14,,,LagosID567,USA
V100008948,,km2,0.4853,,,,,LagosID56904,USA
V100008949,,km2,1.2946,,,,,LagosID56929,USA
V100008950,,km2,0.2962,,13.4112,,,LagosID56966,USA
V100008951,,km2,0.0547,2.4079,3.6576,,,LagosID57,USA
V100008952,,km2,0.1048,,4.6,,,LagosID57102,USA
V100008953,,km2,0.1732,,6,,,LagosID57122,USA
V100008954,,km2,0.1025,,,,,LagosID5722,USA
V100008955,,km2,0.1828,,11.7,,,LagosID5723,USA
V100008956,,km2,0.2986,,9.2,,,LagosID5724,USA
V100008957,,km2,0.0963,,7.7,,,LagosID5727,USA
V100008958,,km2,1.0406,,10.7,,,LagosID57287,USA
V100008959,,km2,3.0055,,21.3,,,LagosID573,USA
V100008960,,km2,0.397,,,,,LagosID5733,USA
V100008961,,km2,16.7541,,5.1816,,,LagosID575,USA
V100008962,,km2,1.3093,,8.5,,,LagosID57622,USA
V100008963,,km2,0.143,,,,,LagosID57628,USA
V100008964,,km2,2.9655,,7.6,,,LagosID57633,USA
V100008965,,km2,0.6795,,11.8872,,,LagosID57634,USA
V100008966,,km2,0.8802,,1.355,,,LagosID57638,USA
V100008967,,km2,0.524,,3.048,,,LagosID57641,USA
V100008968,,km2,0.7212,,,,,LagosID57643,USA
V100008969,,km2,0.7582,,6.4,,,LagosID57670,USA
V100008970,,km2,0.4803,,,,,LagosID57671,USA
V100008971,,km2,0.0514,,1.767,,,LagosID57676,USA
V100008972,,km2,3.4997,,17.9832,,,LagosID577,USA
V100008973,,km2,0.6161,,1.9812,,,LagosID57709,USA
V100008974,,km2,1.2427,,,,,LagosID57726,USA
V100008975,,km2,0.4617,,2.4384,,,LagosID57729,USA
V100008976,,km2,0.4251,,16,,,LagosID57855,USA
V100008977,,km2,0.9078,,7,,,LagosID57961,USA
V100008978,,km2,0.6628,,,,,LagosID57967,USA
V100008979,,km2,0.3568,,9.144,,,LagosID57995,USA
V100008980,,km2,0.0352,1.9507,3.048,,,LagosID58,USA
V100008981,,km2,0.0534,,1.4,,,LagosID58170,USA
V100008982,,km2,4.2112,5.5,15.8,,,LagosID5818,USA
V100008983,,km2,0.0466,,8.5,,,LagosID582,USA
V100008984,,km2,225.6612,,21.3,,,LagosID583,USA
V100008985,,km2,30.2032,,19.8,,,LagosID584,USA
V100008986,,km2,0.1586,,6.3,,,LagosID585,USA
V100008987,,km2,0.0641,,1.59,,,LagosID58639,USA
V100008988,,km2,1.1286,,24.4,,,LagosID58641,USA
V100008989,,km2,0.0541,,,,,LagosID58664,USA
V100008990,,km2,0.8391,,15.5,,,LagosID58705,USA
V100008991,,km2,4.5935,,3.048,,,LagosID58719,USA
V100008992,,km2,0.5662,,,,,LagosID58720,USA
V100008993,,km2,0.4838,,,,,LagosID58723,USA
V100008994,,km2,1.5685,,1,,,LagosID58731,USA
V100008995,,km2,0.0286,,,,,LagosID58758,USA
V100008996,,km2,0.3797,,6,,,LagosID58763,USA
V100008997,,km2,2.1701,1.47,2.1,,,LagosID588,USA
V100008998,,km2,0.172,,9.8,,,LagosID589,USA
V100008999,,km2,2.4205,,11.6,,,LagosID590,USA
V100009000,,km2,2.1223,,3.4,,,LagosID59003,USA
V100009001,,km2,0.5564,,12,,,LagosID59009,USA
V100009002,,km2,0.549,,,,,LagosID59046,USA
V100009003,,km2,1.6215,,15.8496,,,LagosID59054,USA
V100009004,,km2,0.071,,,,,LagosID59059,USA
V100009005,,km2,0.068,,8,,,LagosID59092,USA
V100009006,,km2,0.0312,3,11,,,LagosID593,USA
V100009007,,km2,0.6154,,5.8,,,LagosID594,USA
V100009008,,km2,0.8184,4.6,8.5,,,LagosID595,USA
V100009009,,km2,2.48,,6.4008,,,LagosID597,USA
V100009010,,km2,5.2108,,21.6,,,LagosID59708,USA
V100009011,,km2,1.7085,,2.5,,,LagosID59714,USA
V100009012,,km2,0.8323,,,,,LagosID59770,USA
V100009013,,km2,0.6811,,,,,LagosID59786,USA
V100009014,,km2,0.2824,,3.5,,,LagosID59793,USA
V100009015,,km2,2.2396,,12.8,,,LagosID59799,USA
V100009016,,km2,40.0754,,21.3,,,LagosID598,USA
V100009017,,km2,0.0602,,,,,LagosID59814,USA
V100009018,,km2,0.5205,,6.9,,,LagosID599,USA
V100009019,,km2,0.8029,7,13.7,,,LagosID6,USA
V100009020,,km2,0.7315,,,,,LagosID60018,USA
V100009021,,km2,0.6307,,,,,LagosID60037,USA
V100009022,,km2,4.0402,,23.7,,,LagosID60086,USA
V100009023,,km2,0.051,,4.6,,,LagosID601,USA
V100009024,,km2,0.3063,4,7.9,,,LagosID603,USA
V100009025,,km2,0.1455,3,4.9,,,LagosID604,USA
V100009026,,km2,1.2268,,3.96,,,LagosID6057,USA
V100009027,,km2,36.5493,8.84,30.48,,,LagosID6058,USA
V100009028,,km2,3.8604,7.32,20.42,,,LagosID6059,USA
V100009029,,km2,4.0415,5.91,16.76,,,LagosID6060,USA
V100009030,,km2,0.9503,,8.23,,,LagosID6061,USA
V100009031,,km2,0.3087,,7.32,,,LagosID6063,USA
V100009032,,km2,0.6494,,4.88,,,LagosID6064,USA
V100009033,,km2,2.3489,,12.19,,,LagosID6065,USA
V100009034,,km2,2.0961,,15.24,,,LagosID6066,USA
V100009035,,km2,2.8739,,18.3,,,LagosID60674,USA
V100009036,,km2,0.6828,,,,,LagosID60678,USA
V100009037,,km2,96.5109,6.1,24.38,,,LagosID6068,USA
V100009038,,km2,0.2215,,9.2,,,LagosID6069,USA
V100009039,,km2,0.1713,,16.5,,,LagosID607,USA
V100009040,,km2,1.1857,,13.8,,,LagosID6070,USA
V100009041,,km2,1.2483,,15.1,,,LagosID6071,USA
V100009042,,km2,0.2148,,,,,LagosID60727,USA
V100009043,,km2,0.0942,,,,,LagosID60729,USA
V100009044,,km2,0.0482,,,,,LagosID6073,USA
V100009045,,km2,1.2614,,1.8,,,LagosID60742,USA
V100009046,,km2,3.2402,,27.43,,,LagosID6075,USA
V100009047,,km2,0.594,,6.4,,,LagosID60753,USA
V100009048,,km2,31.0289,8.23,26.82,,,LagosID6076,USA
