uniqueID,StudyID,Year,Month,Lat,Lon,StudyLakeName,LakeCountry,Hydrolakes,GoogleName,UniqueLakeName,DataType
V100015971,1302,2006,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015972,1302,2006,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015973,1302,2006,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015974,1302,2006,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015975,1302,2006,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015976,1302,2006,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015977,1302,2006,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015978,1302,2006,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015979,1302,2006,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015980,1302,2006,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015981,1302,2006,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015982,1302,2006,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015983,1302,2007,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015984,1302,2007,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015985,1302,2007,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015986,1302,2007,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015987,1302,2007,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015988,1302,2007,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015989,1302,2007,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015990,1302,2007,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015991,1302,2007,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015992,1302,2007,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015993,1302,2007,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015994,1302,2007,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015995,1302,2007,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015996,1302,2007,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015997,1302,2008,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015998,1302,2008,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100015999,1302,2008,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016000,1302,2008,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016001,1302,2008,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016002,1302,2008,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016003,1302,2008,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016004,1302,2008,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016005,1302,2008,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016006,1302,2008,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016007,1302,2008,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016008,1302,2008,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016009,1302,2008,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016010,1302,2008,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016011,1302,2009,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016012,1302,2009,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016013,1302,2009,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016014,1302,2009,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016015,1302,2009,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016016,1302,2009,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016017,1302,2009,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016018,1302,2009,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016019,1302,2009,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016020,1302,2009,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016021,1302,2009,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016022,1302,2009,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016023,1302,2009,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016024,1302,2009,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016025,1302,2010,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016026,1302,2010,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016027,1302,2010,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016028,1302,2010,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016029,1302,2010,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016030,1302,2010,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016031,1302,2010,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016032,1302,2010,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016033,1302,2010,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016034,1302,2010,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016035,1302,2010,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016036,1302,2010,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016037,1302,2010,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016038,1302,2010,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016039,1302,2011,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016040,1302,2011,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016041,1302,2011,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016042,1302,2011,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016043,1302,2011,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016044,1302,2011,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016045,1302,2011,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016046,1302,2011,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016047,1302,2011,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016048,1302,2011,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016049,1302,2011,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016050,1302,2011,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016051,1302,2011,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016052,1302,2011,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016053,1302,2012,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016054,1302,2012,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016055,1302,2012,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016056,1302,2012,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016057,1302,2012,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016058,1302,2012,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016059,1302,2012,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016060,1302,2012,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016061,1302,2012,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016062,1302,2012,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016063,1302,2012,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016064,1302,2012,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016065,1302,2012,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016066,1302,2012,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016067,1302,2012,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016068,1302,2012,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016069,1302,2013,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016070,1302,2013,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016071,1302,2013,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016072,1302,2013,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016073,1302,2013,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016074,1302,2013,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016075,1302,2013,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016076,1302,2013,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016077,1302,2013,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016078,1302,2013,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016079,1302,2013,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016080,1302,2013,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016081,1302,2013,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016082,1302,2013,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016083,1302,2013,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016084,1302,2013,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016085,1302,2014,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016086,1302,2014,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016087,1302,2014,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016088,1302,2014,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016089,1302,2014,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016090,1302,2014,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016091,1302,2014,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016092,1302,2014,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016093,1302,2014,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016094,1302,2014,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016095,1302,2014,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016096,1302,2014,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016097,1302,2014,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016098,1302,2014,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016099,1302,2014,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016100,1302,2014,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016101,1302,2015,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016102,1302,2015,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016103,1302,2015,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016104,1302,2015,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016105,1302,2015,,58.45349444,27.43418056,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016106,1302,2015,,58.38166111,27.42887778,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016107,1302,2015,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016108,1302,2015,,58.33000278,27.48,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016109,1302,2015,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016110,1302,2015,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016111,1302,2015,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016112,1302,2015,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016113,1302,2015,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016114,1302,2015,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016115,1302,2015,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016116,1302,2015,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016117,1302,2015,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016118,1302,2015,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016119,1302,2015,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016120,1302,2016,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016121,1302,2016,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016122,1302,2016,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016123,1302,2016,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016124,1302,2016,,58.45349444,27.43418056,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016125,1302,2016,,58.38166111,27.42887778,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016126,1302,2016,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016127,1302,2016,,58.33000278,27.48,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016128,1302,2016,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016129,1302,2016,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016130,1302,2016,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016131,1302,2016,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016132,1302,2016,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016133,1302,2016,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016134,1302,2016,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016135,1302,2016,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016136,1302,2016,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016137,1302,2016,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016138,1302,2016,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016139,1302,2017,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016140,1302,2017,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016141,1302,2017,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016142,1302,2017,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016143,1302,2017,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016144,1302,2017,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016145,1302,2017,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016146,1302,2017,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016147,1302,2017,,58.45349444,27.43418056,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016148,1302,2017,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016149,1302,2017,,58.38166111,27.42887778,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016150,1302,2017,,58.33000278,27.48,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016151,1302,2017,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016152,1302,2017,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016153,1302,2017,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016154,1302,2017,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016155,1302,2017,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016156,1302,2017,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016157,1302,2017,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016158,1302,2018,,58.92138889,27.23000833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016159,1302,2018,,58.83444167,27.10693611,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016160,1302,2018,,58.80944167,27.371675,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016161,1302,2018,,58.78805556,27.53055556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016162,1302,2018,,58.77222222,27.72972222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016163,1302,2018,,58.58667778,27.43667222,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016164,1302,2018,,58.58388889,27.63361111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016165,1302,2018,,58.45349444,27.43418056,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016166,1302,2018,,58.44333333,27.27665833,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016167,1302,2018,,58.41555,27.60916111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016168,1302,2018,,58.38166111,27.42887778,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016169,1302,2018,,58.33000278,27.48,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016170,1302,2018,,58.23336667,27.48671389,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016171,1302,2018,,58.11971944,27.57555,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016172,1302,2018,,58.09416111,27.68859722,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016173,1302,2018,,58.08916111,27.89415556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016174,1302,2018,,57.98916389,27.99388333,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016175,1302,2018,,57.91083056,28.10026111,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016176,1302,2018,,58.7325,27.43555556,Lake Peipsi,Estonia,H0000103,NA,Lake3685,surveyed
V100016177,1314,1986,,24.0666666,117.2833333,Fengtou,China,NA,NA,Lake1378,surveyed
V100016180,1314,1976,,24.2666666,117.8666666,Yangmei,China,NA,G+24.258+117.873,Lake2491,surveyed
V100016184,1314,1960,,24.5,118.1666667,Hubian,China,NA,G+24.454+118.154,Lake2492,surveyed
V100016182,1314,1956,,24.66666666,118.0166666,Bantou,China,NA,G+24.646+117.988,Lake2493,surveyed
V100016186,1314,1965,,24.9,118.35,Houqiao,China,NA,G+24.892+118.360,Lake2495,surveyed
V100016187,1314,1960,,24.85,118.4333333,Xinåan,China,H0177157,NA,Lake5689,surveyed
V100016183,1314,1956,,24.8,118.1333333,Tingx,China,H0177175,NA,Lake5690,surveyed
V100016185,1314,1958,,24.76666666,118.35,Shibi,China,H0177181,NA,Lake5691,surveyed
V100016181,1314,1959,,24.7,118,Shidou,China,H0177208,NA,Lake5692,surveyed
V100016179,1314,1958,,24.15,117.75,Meili,China,H0177326,NA,Lake5693,surveyed
V100016178,1314,1972,,23.983333,117.55,Zumalin,China,H0177355,NA,Lake5695,surveyed
V100016188,1315,,,42.2,-81.2,Lake Erie,Canada,H0000009,NA,Lake1314,surveyed
V100016189,1319,1985,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016190,1319,1986,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016191,1319,1987,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016192,1319,1988,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016193,1319,1989,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016194,1319,1990,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016195,1319,1991,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016196,1319,1992,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016197,1319,1993,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016198,1319,1994,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016199,1319,1995,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016200,1319,1996,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016201,1319,1997,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016202,1319,1998,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016203,1319,1999,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016204,1319,2000,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016205,1319,2001,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016206,1319,2002,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016207,1319,2003,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016208,1319,2004,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016209,1319,2005,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016210,1319,2006,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016211,1319,2007,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016212,1319,2008,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016213,1319,2009,,46.09848,-95.74298,Lake Christina,United States of America,H0008729,NA,Lake3973,surveyed
V100016214,1320,2003-2009,,43.368,-78.013,Lake Ontario,Canada,H0000007,NA,Lake1379,surveyed
V100016215,1321,2009,,36.59694444,-118.6747222,Emerald Lake,United States of America,NA,G_Emerald Lake+36.597-118.676,Lake1740,surveyed
V100016218,1325,2009-2011,,25.807311,100.192791,Erhai Lake,China,H0001479,NA,Lake3887,surveyed
V100016217,1325,2009-2011,,24.866022,102.738705,Dianchi Lake,China,H0001483,NA,Lake3888,surveyed
V100016219,1325,2009-2011,,24.602049,102.870873,Fuxianhu Lake,China,H0001485,NA,Lake3889,surveyed
