uniqueID,StudyID,Year,Month,Lat,Lon,StudyLakeName,LakeCountry,Hydrolakes,GoogleName,UniqueLakeName,DataType
V100008133,repo14,2007,,47.877829,-93.486828,LagosID41416,USA,H1003840,NA,Lake5795,surveyed
V100007440,repo14,2007,,47.8762,-93.513145,LagosID30878,USA,H1003886,NA,Lake5796,surveyed
V100006631,repo14,2007,,47.860993,-90.683531,LagosID1864,USA,H1004171,NA,Lake5798,surveyed
V100007715,repo14,2007,,47.858864,-93.497715,LagosID3503,USA,H1004263,NA,Lake5799,surveyed
V100008591,repo14,2007,,47.851423,-93.343893,LagosID49704,USA,H1004310,NA,Lake5800,surveyed
V100007711,repo14,2007,,47.840272,-93.295201,LagosID34991,USA,H1004572,NA,Lake5802,surveyed
V100007572,repo14,2007,,47.825562,-93.358584,LagosID3301,USA,H1004699,NA,Lake5804,surveyed
V100005961,repo14,2007,,47.828474,-93.340717,LagosID120102,USA,H1004756,NA,Lake5805,surveyed
V100007084,repo14,2007,,47.803544,-93.276263,LagosID2550,USA,H1005154,NA,Lake5806,surveyed
V100006959,repo14,2007,,47.79264,-95.156199,LagosID23576,USA,H1005390,NA,Lake5807,surveyed
V100007463,repo14,2007,,47.789352,-93.402611,LagosID3137,USA,H1005398,NA,Lake5808,surveyed
V100007934,repo14,2007,,47.785038,-95.082819,LagosID3844,USA,H1005459,NA,Lake5809,surveyed
V100009242,repo14,2007,,47.777464,-93.240146,LagosID65274,USA,H1005661,NA,Lake5810,surveyed
V100009973,repo14,2007,,47.778316,-93.634763,LagosID83997,USA,H1005714,NA,Lake5811,surveyed
V100005809,repo14,2007,,47.764982,-94.942828,LagosID111749,USA,H1005928,NA,Lake5812,surveyed
V100008760,repo14,2007,,47.760891,-94.204077,LagosID52888,USA,H1005963,NA,Lake5814,surveyed
V100005673,repo14,2007,,47.759643,-95.235003,LagosID103496,USA,H1006019,NA,Lake5815,surveyed
V100006467,repo14,2007,,47.752233,-93.963663,LagosID1608,USA,H1006124,NA,Lake5816,surveyed
V100006255,repo14,2007,,47.752828,-94.828291,LagosID136426,USA,H1006133,NA,Lake5817,surveyed
V100005923,repo14,2007,,47.745825,-95.14336,LagosID117898,USA,H1006161,NA,Lake5818,surveyed
V100005611,repo14,2007,,47.751585,-94.802109,LagosID100427,USA,H1006177,NA,Lake5819,surveyed
V100010172,repo14,2007,,47.749107,-94.259365,LagosID92269,USA,H1006205,NA,Lake5820,surveyed
V100009002,repo14,2007,,47.752187,-93.97038,LagosID59046,USA,H1006279,NA,Lake5821,surveyed
V100005943,repo14,2007,,47.737368,-93.344952,LagosID119024,USA,H1006392,NA,Lake5823,surveyed
V100006471,repo14,2007,,47.734288,-93.670141,LagosID16137,USA,H1006401,NA,Lake5824,surveyed
V100005773,repo14,2007,,47.731898,-94.939112,LagosID109651,USA,H1006464,NA,Lake5825,surveyed
V100009689,repo14,2007,,47.73392,-94.992797,LagosID77598,USA,H1006511,NA,Lake5827,surveyed
V100008979,repo14,2007,,47.721677,-93.818188,LagosID57995,USA,H1006727,NA,Lake5829,surveyed
V100005637,repo14,2007,,47.720818,-93.84402,LagosID101472,USA,H1006776,NA,Lake5830,surveyed
V100007112,repo14,2007,,47.715624,-90.631818,LagosID26026,USA,H1006822,NA,Lake5831,surveyed
V100007704,repo14,2007,,47.714321,-95.307684,LagosID34954,USA,H1006831,NA,Lake5832,surveyed
V100005864,repo14,2007,,47.706683,-94.807608,LagosID114798,USA,H1006945,NA,Lake5833,surveyed
V100007357,repo14,2007,,47.710542,-95.083965,LagosID29756,USA,H1006973,NA,Lake5834,surveyed
V100010047,repo14,2007,,47.70748,-95.294318,LagosID8589,USA,H1006993,NA,Lake5835,surveyed
V100007286,repo14,2007,,47.706973,-91.630899,LagosID2867,USA,H1007050,NA,Lake5836,surveyed
V100007845,repo14,2007,,47.707886,-93.399635,LagosID37134,USA,H1007120,NA,Lake5837,surveyed
V100005979,repo14,2007,,47.699172,-94.693903,LagosID121136,USA,H1007153,NA,Lake5838,surveyed
V100006208,repo14,2007,,47.698242,-90.678591,LagosID134063,USA,H1007200,NA,Lake5839,surveyed
V100006693,repo14,2007,,47.7077,-93.960222,LagosID1939,USA,H1007208,NA,Lake5840,surveyed
V100005832,repo14,2007,,47.697617,-94.788831,LagosID1127,USA,H1007255,NA,Lake5841,surveyed
V100006055,repo14,2007,,47.695997,-93.371293,LagosID125384,USA,H1007282,NA,Lake5842,surveyed
V100009878,repo14,2007,,47.697191,-93.289061,LagosID81860,USA,H1007283,NA,Lake5843,surveyed
V100010227,repo14,2007,,47.691882,-93.314661,LagosID95383,USA,H1007309,NA,Lake5844,surveyed
V100008047,repo14,2007,,47.679906,-95.099529,LagosID40278,USA,H1007446,NA,Lake5845,surveyed
V100006193,repo14,2007,,47.679592,-95.500517,LagosID133389,USA,H1007539,NA,Lake5846,surveyed
V100005844,repo14,2007,,47.683181,-94.85734,LagosID113753,USA,H1007576,NA,Lake5847,surveyed
V100007401,repo14,2007,,47.678504,-92.633482,LagosID3042,USA,H1007601,NA,Lake5848,surveyed
V100007335,repo14,2007,,47.671469,-94.62628,LagosID29437,USA,H1007620,NA,Lake5849,surveyed
V100005726,repo14,2007,,47.669344,-94.531157,LagosID10674,USA,H1007662,NA,Lake5850,surveyed
V100006738,repo14,2007,,47.67951,-93.385549,LagosID2004,USA,H1007675,NA,Lake5851,surveyed
V100009237,repo14,2007,,47.670137,-94.874781,LagosID65236,USA,H1007751,NA,Lake5852,surveyed
V100005647,repo14,2007,,47.668566,-94.603602,LagosID102179,USA,H1007752,NA,Lake5853,surveyed
V100010051,repo14,2007,,47.665436,-96.019703,LagosID86016,USA,H1007838,NA,Lake5856,surveyed
V100005672,repo14,2007,,47.66318,-95.387974,LagosID103486,USA,H1007850,NA,Lake5857,surveyed
V100010320,repo14,2007,,47.65739,-94.86901,LagosID9961,USA,H1007851,NA,Lake5858,surveyed
V100007035,repo14,2007,,47.663992,-93.072147,LagosID24673,USA,H1007886,NA,Lake5859,surveyed
V100005761,repo14,2007,,47.660344,-93.382683,LagosID108644,USA,H1007945,NA,Lake5860,surveyed
V100007712,repo14,2007,,47.649859,-93.465875,LagosID35000,USA,H1008012,NA,Lake5861,surveyed
V100005652,repo14,2007,,47.654524,-93.573365,LagosID102499,USA,H1008019,NA,Lake5862,surveyed
V100008758,repo14,2007,,47.661206,-93.752303,LagosID52871,USA,H1008026,NA,Lake5863,surveyed
V100007707,repo14,2007,,47.652043,-95.246081,LagosID34975,USA,H1008092,NA,Lake5864,surveyed
V100006114,repo14,2007,,47.644749,-95.478101,LagosID129153,USA,H1008150,NA,Lake5865,surveyed
V100008939,repo14,2007,,47.647028,-93.421492,LagosID56613,USA,H1008173,NA,Lake5866,surveyed
V100009560,repo14,2007,,47.64267,-93.840531,LagosID74470,USA,H1008199,NA,Lake5867,surveyed
V100006818,repo14,2007,,47.636672,-93.063572,LagosID2131,USA,H1008233,NA,Lake5868,surveyed
V100005651,repo14,2007,,47.634629,-92.780943,LagosID102496,USA,H1008364,NA,Lake5870,surveyed
V100010285,repo14,2007,,47.622258,-95.63329,LagosID98382,USA,H1008537,NA,Lake5871,surveyed
V100009280,repo14,2007,,47.62532,-94.600475,LagosID65980,USA,H1008538,NA,Lake5872,surveyed
V100008177,repo14,2007,,47.626821,-94.742703,LagosID42142,USA,H1008576,NA,Lake5873,surveyed
V100008818,repo14,2007,,47.625323,-93.496579,LagosID53919,USA,H1008578,NA,Lake5874,surveyed
V100006111,repo14,2007,,47.621323,-92.592088,LagosID129124,USA,H1008611,NA,Lake5875,surveyed
V100010028,repo14,2007,,47.618209,-92.601852,LagosID84999,USA,H1008611,NA,Lake5875,surveyed
V100005693,repo14,2007,,47.618392,-95.134033,LagosID104511,USA,H1008623,NA,Lake5876,surveyed
V100006057,repo14,2007,,47.622979,-93.855346,LagosID125407,USA,H1008653,NA,Lake5877,surveyed
V100009132,repo14,2007,,47.621479,-93.553264,LagosID63186,USA,H1008703,NA,Lake5878,surveyed
V100006313,repo14,2007,,47.615478,-93.502778,LagosID139462,USA,H1008791,NA,Lake5880,surveyed
V100006730,repo14,2007,,47.613907,-95.03723,LagosID19998,USA,H1008802,NA,Lake5881,surveyed
V100006416,repo14,2007,,47.611065,-93.518973,LagosID15158,USA,H1008816,NA,Lake5882,surveyed
V100007034,repo14,2007,,47.602924,-93.507424,LagosID24663,USA,H1008816,NA,Lake5882,surveyed
V100009112,repo14,2007,,47.610719,-93.406534,LagosID62767,USA,H1008872,NA,Lake5883,surveyed
V100005648,repo14,2007,,47.608647,-91.253791,LagosID1022,USA,H1008873,NA,Lake5884,surveyed
V100009357,repo14,2007,,47.608483,-94.84214,LagosID67995,USA,H1008879,NA,Lake5885,surveyed
V100005654,repo14,2007,,47.602568,-93.543418,LagosID102507,USA,H1008897,NA,Lake5886,surveyed
V100009830,repo14,2007,,47.606355,-95.105878,LagosID80768,USA,H1008913,NA,Lake5887,surveyed
V100009743,repo14,2007,,47.600992,-95.077685,LagosID78683,USA,H1008990,NA,Lake5888,surveyed
V100006468,repo14,2007,,47.594762,-95.782849,LagosID16094,USA,H1009045,NA,Lake5889,surveyed
V100008950,repo14,2007,,47.591659,-93.558952,LagosID56966,USA,H1009150,NA,Lake5891,surveyed
V100010048,repo14,2007,,47.591789,-93.139883,LagosID859,USA,H1009151,NA,Lake5892,surveyed
V100010070,repo14,2007,,47.59738,-92.911465,LagosID87101,USA,H1009174,NA,Lake5893,surveyed
V100007124,repo14,2007,,47.591587,-93.684097,LagosID2621,USA,H1009182,NA,Lake5894,surveyed
V100007843,repo14,2007,,47.585878,-93.476017,LagosID37113,USA,H1009183,NA,Lake5895,surveyed
V100009420,repo14,2007,,47.586412,-94.586906,LagosID70053,USA,H1009192,NA,Lake5896,surveyed
V100010247,repo14,2007,,47.585669,-95.428428,LagosID9629,USA,H1009256,NA,Lake5897,surveyed
V100009131,repo14,2007,,47.583532,-93.577324,LagosID63172,USA,H1009284,NA,Lake5898,surveyed
V100007192,repo14,2007,,47.577919,-93.187542,LagosID2739,USA,H1009389,NA,Lake5899,surveyed
V100009487,repo14,2007,,47.577902,-93.074957,LagosID72016,USA,H1009390,NA,Lake5900,surveyed
V100009910,repo14,2007,,47.579713,-93.302218,LagosID82592,USA,H1009401,NA,Lake5901,surveyed
V100007676,repo14,2007,,47.575425,-93.426008,LagosID34645,USA,H1009465,NA,Lake5902,surveyed
V100006056,repo14,2007,,47.57124,-93.578002,LagosID125392,USA,H1009477,NA,Lake5903,surveyed
V100006083,repo14,2007,,47.568113,-93.519458,LagosID1271,USA,H1009546,NA,Lake5905,surveyed
V100005835,repo14,2007,,47.560883,-96.092277,LagosID112812,USA,H1009627,NA,Lake5906,surveyed
V100006211,repo14,2007,,47.566009,-96.235366,LagosID134402,USA,H1009646,NA,Lake5907,surveyed
V100008195,repo14,2007,,47.56789,-93.261534,LagosID4227,USA,H1009656,NA,Lake5908,surveyed
V100008938,repo14,2007,,47.555233,-93.508569,LagosID565,USA,H1009708,NA,Lake5909,surveyed
V100008529,repo14,2007,,47.532839,-95.474989,LagosID48631,USA,H1010139,NA,Lake5910,surveyed
V100008968,repo14,2007,,47.534304,-94.647078,LagosID57643,USA,H1010140,NA,Lake5911,surveyed
V100009609,repo14,2007,,47.529755,-95.407522,LagosID75529,USA,H1010179,NA,Lake5912,surveyed
V100008814,repo14,2007,,47.528562,-95.443457,LagosID53888,USA,H1010204,NA,Lake5913,surveyed
V100008930,repo14,2007,,47.528194,-93.65394,LagosID55934,USA,H1010216,NA,Lake5914,surveyed
V100007032,repo14,2007,,47.531872,-93.519903,LagosID2464,USA,H1010234,NA,Lake5915,surveyed
V100009585,repo14,2007,,47.527615,-93.339687,LagosID75175,USA,H1010269,NA,Lake5916,surveyed
V100008346,repo14,2007,,47.517771,-94.46807,LagosID45204,USA,H1010366,NA,Lake5917,surveyed
V100007634,repo14,2007,,47.518659,-95.456942,LagosID33918,USA,H1010376,NA,Lake5918,surveyed
V100006823,repo14,2007,,47.518487,-95.47547,LagosID21392,USA,H1010396,NA,Lake5919,surveyed
V100005686,repo14,2007,,47.512096,-93.430607,LagosID104203,USA,H1010455,NA,Lake5920,surveyed
V100007290,repo14,2007,,47.50993,-95.765909,LagosID28720,USA,H1010476,NA,Lake5921,surveyed
V100009908,repo14,2007,,47.510894,-93.234566,LagosID82587,USA,H1010477,NA,Lake5922,surveyed
V100009001,repo14,2007,,47.508913,-95.636631,LagosID59009,USA,H1010547,NA,Lake5923,surveyed
V100008173,repo14,2007,,47.497031,-94.94736,LagosID42118,USA,H1010704,NA,Lake5924,surveyed
V100007106,repo14,2007,,47.491006,-95.298773,LagosID2593,USA,H1010727,NA,Lake5925,surveyed
V100005601,repo14,2007,,47.491719,-95.263763,LagosID100128,USA,H1010817,NA,Lake5926,surveyed
V100006940,repo14,2007,,47.491706,-94.750699,LagosID23249,USA,H1010828,NA,Lake5927,surveyed
V100006392,repo14,2007,,47.492154,-93.267615,LagosID14806,USA,H1010829,NA,Lake5928,surveyed
V100009021,repo14,2007,,47.487446,-95.755157,LagosID60037,USA,H1010849,NA,Lake5929,surveyed
V100010148,repo14,2007,,47.490406,-92.574986,LagosID90559,USA,H1010854,NA,Lake5930,surveyed
V100006869,repo14,2007,,47.492329,-95.0058,LagosID22182,USA,H1010888,NA,Lake5931,surveyed
V100008624,repo14,2007,,47.485852,-94.418389,LagosID50425,USA,H1010909,NA,Lake5932,surveyed
V100009319,repo14,2007,,47.47905,-94.596257,LagosID66999,USA,H1010961,NA,Lake5933,surveyed
V100009633,repo14,2007,,47.473158,-93.250267,LagosID763,USA,H1011025,NA,Lake5934,surveyed
V100010010,repo14,2007,,47.474517,-93.307348,LagosID84709,USA,H1011067,NA,Lake5935,surveyed
V100009212,repo14,2007,,47.469296,-94.619456,LagosID64911,USA,H1011146,NA,Lake5937,surveyed
V100010131,repo14,2007,,47.469802,-95.179041,LagosID89901,USA,H1011210,NA,Lake5938,surveyed
V100005952,repo14,2007,,47.469626,-93.376605,LagosID119789,USA,H1011250,NA,Lake5939,surveyed
V100006140,repo14,2007,,47.449421,-95.739266,LagosID13043,USA,H1011500,NA,Lake5942,surveyed
V100007334,repo14,2007,,47.453051,-94.587537,LagosID29433,USA,H1011501,NA,Lake5943,surveyed
V100007279,repo14,2007,,47.448402,-92.330503,LagosID2850,USA,H1011564,NA,Lake5944,surveyed
V100010109,repo14,2007,,47.447451,-93.623266,LagosID88869,USA,H1011574,NA,Lake5945,surveyed
V100008733,repo14,2007,,47.450339,-95.006153,LagosID52486,USA,H1011580,NA,Lake5946,surveyed
V100006078,repo14,2007,,47.444579,-92.246472,LagosID126761,USA,H1011586,NA,Lake5947,surveyed
V100010184,repo14,2007,,47.430186,-93.320505,LagosID93028,USA,H1011750,NA,Lake5948,surveyed
V100009846,repo14,2007,,47.433444,-92.361599,LagosID81120,USA,H1011764,NA,Lake5949,surveyed
V100010006,repo14,2007,,47.434813,-93.452652,LagosID84697,USA,H1011836,NA,Lake5950,surveyed
V100009909,repo14,2007,,47.424834,-94.95321,LagosID82591,USA,H1011940,NA,Lake5951,surveyed
V100008716,repo14,2007,,47.418264,-92.826933,LagosID52146,USA,H1011984,NA,Lake5952,surveyed
V100006517,repo14,2007,,47.420663,-92.76938,LagosID1682,USA,H1012011,NA,Lake5953,surveyed
V100005732,repo14,2007,,47.421939,-93.993864,LagosID107289,USA,H1012082,NA,Lake5954,surveyed
V100006794,repo14,2007,,47.412028,-94.612709,LagosID21034,USA,H1012109,NA,Lake5955,surveyed
V100006143,repo14,2007,,47.416435,-93.690454,LagosID130539,USA,H1012110,NA,Lake5956,surveyed
V100006141,repo14,2007,,47.4145,-93.589282,LagosID130533,USA,H1012134,NA,Lake5957,surveyed
V100008625,repo14,2007,,47.393478,-93.473008,LagosID50426,USA,H1012428,NA,Lake5958,surveyed
V100010118,repo14,2007,,47.384814,-93.262088,LagosID8916,USA,H1012517,NA,Lake5961,surveyed
V100007158,repo14,2007,,47.376808,-95.316606,LagosID26713,USA,H1012665,LagosID26713_+47.377-095.317,Lake5962,surveyed
V100007658,repo14,2007,,47.375601,-92.32294,LagosID3438,USA,H1012791,NA,Lake5963,surveyed
V100009589,repo14,2007,,47.369066,-93.716355,LagosID75205,USA,H1012865,NA,Lake5965,surveyed
V100006942,repo14,2007,,47.372194,-94.958717,LagosID2330,USA,H1012904,NA,Lake5966,surveyed
V100007654,repo14,2007,,47.361678,-93.428843,LagosID3433,USA,H1012934,NA,Lake5967,surveyed
V100008242,repo14,2007,,47.360224,-93.640245,LagosID43225,USA,H1012964,NA,Lake5968,surveyed
V100007951,repo14,2007,,47.345762,-94.989841,LagosID38858,USA,H1013260,NA,Lake5969,surveyed
V100006464,repo14,2007,,47.34584,-91.298155,LagosID1604,USA,H1013337,NA,Lake5970,surveyed
V100008794,repo14,2007,,47.335343,-93.239412,LagosID53567,USA,H1013435,NA,Lake5971,surveyed
V100009308,repo14,2007,,47.329195,-92.331121,LagosID66615,USA,H1013536,NA,Lake5972,surveyed
V100007195,repo14,2007,,47.293493,-95.17223,LagosID27410,USA,H1013980,NA,Lake5974,surveyed
V100006123,repo14,2007,,47.306248,-93.351581,LagosID129521,USA,H1013993,NA,Lake5975,surveyed
V100006560,repo14,2007,,47.297652,-91.647353,LagosID1747,USA,H1013996,NA,Lake5976,surveyed
V100010192,repo14,2007,,47.292433,-95.390844,LagosID93311,USA,H1014097,NA,Lake5977,surveyed
V100007667,repo14,2007,,47.288388,-88.262283,LagosID3454,USA,H1014178,NA,Lake5978,surveyed
V100008063,repo14,2007,,47.28629,-93.600539,LagosID4047,USA,H1014245,NA,Lake5979,surveyed
V100008121,repo14,2007,,47.256504,-91.674767,LagosID4124,USA,H1014699,NA,Lake5980,surveyed
V100005810,repo14,2007,,47.256289,-95.444259,LagosID111768,USA,H1014732,NA,Lake5981,surveyed
V100007604,repo14,2007,,47.257583,-95.304474,LagosID33591,USA,H1014750,NA,Lake5982,surveyed
V100006278,repo14,2007,,47.254355,-93.533056,LagosID13767,USA,H1014809,NA,Lake5983,surveyed
V100007811,repo14,2007,,47.251712,-93.280884,LagosID3668,USA,H1014861,NA,Lake5984,surveyed
V100006915,repo14,2007,,47.249702,-93.077496,LagosID22870,USA,H1014899,NA,Lake5985,surveyed
V100010156,repo14,2007,,47.238383,-95.462012,LagosID91226,USA,H1015028,NA,Lake5988,surveyed
V100006323,repo14,2007,,47.235316,-93.7045,LagosID139847,USA,H1015060,NA,Lake5989,surveyed
V100007765,repo14,2007,,47.226002,-92.400607,LagosID3599,USA,H1015193,NA,Lake5990,surveyed
V100006678,repo14,2007,,47.226244,-93.08117,LagosID1925,USA,H1015213,NA,Lake5991,surveyed
V100007118,repo14,2007,,47.213813,-93.358502,LagosID2610,USA,H1015491,NA,Lake5992,surveyed
V100009197,repo14,2007,,47.207224,-91.731009,LagosID64556,USA,H1015653,NA,Lake5993,surveyed
V100005646,repo14,2007,,47.207192,-93.380123,LagosID102166,USA,H1015684,NA,Lake5994,surveyed
V100009116,repo14,2007,,47.197679,-93.753908,LagosID62828,USA,H1015725,NA,Lake5995,surveyed
V100010234,repo14,2007,,47.190543,-95.366252,LagosID96014,USA,H1016023,NA,Lake5996,surveyed
V100006510,repo14,2007,,47.179277,-93.068054,LagosID1676,USA,H1016074,NA,Lake5997,surveyed
V100006711,repo14,2007,,47.171008,-88.52756,LagosID1965,USA,H1016224,NA,Lake5998,surveyed
V100006183,repo14,2007,,47.164218,-95.12396,LagosID132654,USA,H1016362,NA,Lake6000,surveyed
V100010027,repo14,2007,,47.158927,-95.470896,LagosID84970,USA,H1016447,NA,Lake6001,surveyed
V100007340,repo14,2007,,47.151694,-95.015456,LagosID29481,USA,H1016448,NA,Lake6002,surveyed
V100008050,repo14,2007,,47.153639,-95.458933,LagosID40300,USA,H1016493,NA,Lake6003,surveyed
V100010233,repo14,2007,,47.145059,-93.682472,LagosID96013,USA,H1016678,NA,Lake6004,surveyed
V100010185,repo14,2007,,47.142125,-93.538381,LagosID93037,USA,H1016688,NA,Lake6005,surveyed
V100006890,repo14,2007,,47.153571,-93.772737,LagosID2247,USA,H1016695,NA,Lake6006,surveyed
V100008327,repo14,2007,,47.126615,-93.139657,LagosID44866,USA,H1017075,NA,Lake6009,surveyed
V100009210,repo14,2007,,47.116239,-95.368286,LagosID64909,USA,H1017230,NA,Lake6011,surveyed
V100007595,repo14,2007,,47.100856,-93.42173,LagosID3347,USA,H1017440,NA,Lake6012,surveyed
V100008958,repo14,2007,,47.103676,-92.404098,LagosID57287,USA,H1017442,NA,Lake6013,surveyed
V100008387,repo14,2007,,47.0967,-92.400829,LagosID45877,USA,H1017549,NA,Lake6014,surveyed
V100008459,repo14,2007,,47.085923,-95.016564,LagosID47284,USA,H1017679,NA,Lake6015,surveyed
V100006962,repo14,2007,,47.077351,-95.564557,LagosID23601,USA,H1017902,NA,Lake6018,surveyed
V100007264,repo14,2007,,47.065629,-93.448758,LagosID2837,USA,H1017987,NA,Lake6019,surveyed
V100010091,repo14,2007,,47.07248,-95.83343,LagosID88147,USA,H1018006,NA,Lake6020,surveyed
V100006442,repo14,2007,,47.070465,-95.383351,LagosID15786,USA,H1018007,NA,Lake6021,surveyed
V100008736,repo14,2007,,47.062134,-94.446759,LagosID52527,USA,H1018088,NA,Lake6024,surveyed
V100005907,repo14,2007,,47.056517,-94.82715,LagosID117575,USA,H1018286,NA,Lake6026,surveyed
V100005734,repo14,2007,,47.046867,-94.952801,LagosID107309,USA,H1018501,NA,Lake6027,surveyed
V100010310,repo14,2007,,47.039513,-94.270731,LagosID9933,USA,H1018502,NA,Lake6028,surveyed
V100007820,repo14,2007,,47.032235,-94.322977,LagosID36753,USA,H1018540,NA,Lake6029,surveyed
V100009745,repo14,2007,,47.036221,-95.62664,LagosID78711,USA,H1018589,NA,Lake6030,surveyed
V100008675,repo14,2007,,47.033878,-95.031402,LagosID51489,USA,H1018591,NA,Lake6031,surveyed
V100009114,repo14,2007,,47.035081,-94.696758,LagosID62800,USA,H1018603,NA,Lake6032,surveyed
V100006266,repo14,2007,,47.02834,-94.904854,LagosID136715,USA,H1018682,NA,Lake6033,surveyed
V100008948,repo14,2007,,47.032209,-95.862774,LagosID56904,USA,H1018716,NA,Lake6034,surveyed
V100006492,repo14,2007,,47.027489,-95.583271,LagosID165,USA,H1018726,NA,Lake6035,surveyed
V100006070,repo14,2007,,47.019575,-94.19354,LagosID126109,USA,H1018808,NA,Lake6036,surveyed
V100006075,repo14,2007,,47.022739,-95.825105,LagosID126349,USA,H1018839,NA,Lake6037,surveyed
V100010037,repo14,2007,,47.022405,-94.20401,LagosID85680,USA,H1018854,NA,Lake6038,surveyed
V100009772,repo14,2007,,47.017706,-94.947296,LagosID79451,USA,H1018950,NA,Lake6039,surveyed
V100007144,repo14,2007,,47.014337,-94.790935,LagosID2649,USA,H1019030,NA,Lake6040,surveyed
V100008530,repo14,2007,,47.002798,-95.774569,LagosID48634,USA,H1019054,NA,Lake6041,surveyed
V100006577,repo14,2007,,47.007174,-94.289372,LagosID17846,USA,H1019068,NA,Lake6042,surveyed
V100008965,repo14,2007,,47.003933,-94.688506,LagosID57634,USA,H1019074,NA,Lake6043,surveyed
V100006412,repo14,2007,,47.002183,-95.801198,LagosID15106,USA,H1019212,NA,Lake6044,surveyed
V100008006,repo14,2007,,46.986975,-92.191236,LagosID3965,USA,H1019481,NA,Lake6045,surveyed
V100010214,repo14,2007,,46.98907,-94.754617,LagosID94984,USA,H1019555,NA,Lake6047,surveyed
V100006066,repo14,2007,,46.980098,-94.326243,LagosID126050,USA,H1019659,NA,Lake6048,surveyed
V100009109,repo14,2007,,46.977493,-92.144858,LagosID624,USA,H1019707,NA,Lake6049,surveyed
V100005644,repo14,2007,,46.97425,-94.433681,LagosID102125,USA,H1019829,NA,Lake6050,surveyed
V100008239,repo14,2007,,46.965175,-94.198273,LagosID43210,USA,H1019830,NA,Lake6051,surveyed
V100007191,repo14,2007,,46.969664,-94.861284,LagosID27383,USA,H1019836,NA,Lake6052,surveyed
V100008977,repo14,2007,,46.950736,-95.76169,LagosID57961,USA,H1020007,NA,Lake6053,surveyed
V100007963,repo14,2007,,46.957595,-94.45798,LagosID38927,USA,H1020017,NA,Lake6054,surveyed
V100008066,repo14,2007,,46.95402,-94.669426,LagosID405,USA,H1020074,NA,Lake6055,surveyed
V100006080,repo14,2007,,46.952194,-92.065856,LagosID127,USA,H1020125,NA,Lake6056,surveyed
V100008405,repo14,2007,,46.953518,-94.384165,LagosID46246,USA,H1020143,NA,Lake6057,surveyed
V100006067,repo14,2007,,46.945293,-94.387606,LagosID126084,USA,H1020253,NA,Lake6058,surveyed
V100010102,repo14,2007,,46.947994,-95.502992,LagosID88837,USA,H1020263,NA,Lake6059,surveyed
V100005720,repo14,2007,,46.950288,-96.220553,LagosID106557,USA,H1020279,NA,Lake6060,surveyed
V100006167,repo14,2007,,46.950074,-95.007638,LagosID131628,USA,H1020280,NA,Lake6061,surveyed
V100005819,repo14,2007,,46.943946,-94.829323,LagosID112486,USA,H1020364,NA,Lake6062,surveyed
V100007407,repo14,2007,,46.940016,-94.655369,LagosID30526,USA,H1020394,NA,Lake6063,surveyed
V100005752,repo14,2007,,46.93566,-94.162203,LagosID108332,USA,H1020406,NA,Lake6064,surveyed
V100006137,repo14,2007,,46.943274,-95.615827,LagosID130242,USA,H1020439,NA,Lake6065,surveyed
V100006027,repo14,2007,,46.931889,-94.388326,LagosID124000,USA,H1020462,NA,Lake6066,surveyed
V100006332,repo14,2007,,46.93898,-95.598025,LagosID140566,USA,H1020495,NA,Lake6067,surveyed
V100008969,repo14,2007,,46.930271,-94.775036,LagosID57670,USA,H1020651,NA,Lake6068,surveyed
V100005602,repo14,2007,,46.932359,-95.05888,LagosID100133,USA,H1020669,NA,Lake6069,surveyed
V100007480,repo14,2007,,46.925203,-94.96635,LagosID31602,USA,H1020686,NA,Lake6070,surveyed
V100005660,repo14,2007,,46.91995,-94.332601,LagosID103130,USA,H1020687,NA,Lake6071,surveyed
V100010133,repo14,2007,,46.914512,-94.769889,LagosID89939,USA,H1020809,NA,Lake6072,surveyed
V100009461,repo14,2007,,46.91049,-95.848274,LagosID71361,USA,H1020833,NA,Lake6073,surveyed
V100006344,repo14,2007,,46.903989,-94.339076,LagosID140859,USA,H1020900,NA,Lake6074,surveyed
V100007812,repo14,2007,,46.9082,-93.958593,LagosID3671,USA,H1020901,NA,Lake6075,surveyed
V100006668,repo14,2007,,46.905086,-95.419603,LagosID1912,USA,H1020908,NA,Lake6076,surveyed
V100005942,repo14,2007,,46.88899,-96.145206,LagosID119002,USA,H1021301,NA,Lake6077,surveyed
V100007720,repo14,2007,,46.888373,-88.851846,LagosID3517,USA,H1021320,NA,Lake6078,surveyed
V100008978,repo14,2007,,46.883492,-95.757392,LagosID57967,USA,H1021394,NA,Lake6079,surveyed
V100007917,repo14,2007,,46.879439,-94.44866,LagosID3816,USA,H1021493,NA,Lake6081,surveyed
V100009064,repo14,2007,,46.870745,-94.516338,LagosID61741,USA,H1021571,NA,Lake6082,surveyed
V100005674,repo14,2007,,46.86873,-96.152293,LagosID103504,USA,H1021594,NA,Lake6083,surveyed
V100007168,repo14,2007,,46.870442,-94.391855,LagosID2689,USA,H1021601,NA,Lake6084,surveyed
V100006543,repo14,2007,,46.861924,-96.156101,LagosID17128,USA,H1021634,NA,Lake6085,surveyed
V100006469,repo14,2007,,46.867634,-95.563722,LagosID16113,USA,H1021647,NA,Lake6086,surveyed
V100008126,repo14,2007,,46.864721,-96.173373,LagosID41352,USA,H1021673,NA,Lake6087,surveyed
